id,year,country,totaldebt,gdp,exchangeratencperusd,debt_gdp,domestogdp,exttogdp,officialdebt,totalnonofficialdebt,foreignbanks,dombanks,totalbank,ext_marketinstrument,dom_market,total_mkt,ext_oth,int_oth,tot_oth,offdom,bankdom,mardom,othdom,credtype_int_sumshares,offext,bankext,marext,othext,credtype_ext_sumshares,credtype_total,officialexternaldebt,nonofficialexternaldebt,external,totaldomestic,legandcred_total,legandcred_ext_tot,legandcred_int_tot,for_ext,for_int,dom_ext,dom_int,currandleg_total,totaldebt_short_term_ext,totaldebt_short_term_int,totaldebt_short_term,totaldebt_med_term_ext,totaldebt_med_term_int,totaldebt_med_term,totaldebt_long_term_ext,totaldebt_long_term_int,totaldebt_long_term,avgmat_ext,avgmat_int,matandleg_total,short_extcurr,short_intcurr,matandcurr_short_tot,med_extcurr,med_intcurr,matandcurr_med_tot,long_extcurr,long_intcurr,matandcurr_long_tot,matandcurr_tot,for_n-i_fr,for_n-i_flr,for_i_fr,for_i_flr,tot_debt_for,dom_n-i_fr,dom_n-i_flr,dom_i_fr,dom_i_flr,tot_debt_dom,debt_index,debt_nonindex,currandrate_tot,heldby_cb,heldby_others,heldby_tot,crossholding,net_debt_1,reserves,net_debt_2,PPFassets,net_debt_3,pay_ppcal_ext,pay_ppal_int,pay_ppal_tot,pay_int_ext,pay_int_int,pay_int_tot,pay_tot_kind,pay_ppal_CB,pay_int_CB,pay_CB_tot,pay_ppal_oth,pay_int_oth,pay_oth_tot,pay_tot_holders,bycurr_debt_for,bycurr_debt_dom,bycurr_debt_index,due_1y_ppal_ext,due_1y_ppal_int,due_1y_ppal_tot,due_1y_int_ext,due_1y_int_int,due_1y_int_tot,due_1y_tot_kind,due_2y_ppal_ext,due_2y_ppal_int,due_2y_ppal_tot,due_2y_int_ext,due_2y_int_int,due_2y_int_tot,due_2y_tot_kind,due_3y_ppal_ext,due_3y_ppal_int,due_3y_ppal_tot,due_3y_int_ext,due_3y_int_int,due_3y_int_tot_kind,due_3y_tot,due_4y_ppal_ext,due_4y_ppal_int,due_4y_ppal_tot,due_4y_int_ext,due_4y_int_int,due_4y_int_tot,due_4y_tot_kind,due_5y_ppal_ext,due_5y_ppal_int,due_5y_ppal_tot,due_5y_int_ext,due_5y_int_int,due_5y_int_tot,due_5y_tot_kind,due_6y_10y_ppal_ext,due_6y_10y_ppal_int,due_6y_10y_ppal_tot,due_6y_10y_int_ext,due_6y_10y_int_int,due_6y_10y_int_tot,due_6y_10y_tot_kind,due_11y_ppal_ext,due_11y_ppal_int,due_11y_ppal_tot,due_11y_int_ext,due_11y_int_int,due_11y_int_tot,due_11y_tot_kind,due_1y_ppal_CB,due_1y_int_CB,due_1y_tot_CB,due_1y_ppal_oth,due_1y_int_oth,due_1y_tot_oth,due_2y_ppal_CB,due_2y_int_CB,due_2y_tot_CB,due_2y_ppal_oth,due_2y_int_oth,due_2y_tot_oth,due_3y_ppal_CB,due_3y_int_CB,due_3y_tot_CB,due_3y_ppal_oth,due_3y_int_oth,due_3y_tot_oth,due_4y_ppal_CB,due_4y_int_CB,due_4y_tot_CB,due_4y_ppal_oth,due_4y_int_oth,due_4y_tot_oth,due_5y_ppal_CB,due_5y_int_CB,due_5y_tot_CB,due_5y_ppal_oth,due_5y_int_oth,due_5y_tot_oth,due_6y_10y_ppal_CB,due_6y_10y_int_CB,due_6y_10y_tot_CB,due_6y_10y_ppal_oth,due_6y_10y_int_oth,due_6y_10y_tot_oth,due_11y_ppal_CB,due_11y_int_CB,due_11y_tot_CB,due_11y_ppal_oth,due_int_oth,due_11y_tot_oth
2012-IEl Salvador,2012-I,El Salvador,9806.80,24394.00,,0.40,0.09,0.32,3662.10,6144.70,0.00,707.90,707.90,4040.00,1346.00,5386.00,,50.80,50.80,0.00,0.34,0.64,0.02,1.00,0.48,0.00,0.52,0.00,1.00,9806.80,3662.10,4040.00,7702.10,2104.70,9806.80,0.79,0.21,7702.10,2104.70,0.00,0.00,9806.80,0.00,657.00,657.00,257.80,533.50,791.30,7444.30,914.20,8358.50,9.75,5.29,9806.80,657.00,0.00,657.00,791.30,0.00,791.30,8358.50,0.00,8358.50,9806.80,6235.40,3571.40,0.00,0.00,9806.80,0.00,0.00,0.00,0.00,0.00,0.00,1.00,9806.80,707.90,9098.90,9806.80,707.90,9098.90,,N/A,,N/A,114.20,8.10,122.30,204.30,49.60,253.90,376.20,,,22.40,,,353.80,376.20,1.00,0.00,0.00,274.00,11.00,285.00,458.00,81.00,539.00,824.00,212.00,29.00,241.00,400.00,70.00,470.00,711.00,224.00,344.00,568.00,393.00,64.00,457.00,1025.00,229.00,9.00,238.00,387.00,48.00,435.00,673.00,243.00,172.00,415.00,380.00,51.00,431.00,846.00,1867.00,239.00,2106.00,1688.00,254.00,1942.00,4048.00,4754.00,659.00,5413.00,3064.00,319.00,3383.00,8796.00,,,34.00,,,791.00,,,25.00,,,687.00,,,19.00,,,1005.00,,,24.00,,,649.00,,,178.00,,,668.00,,,347.00,,,3700.00,,,558.00,,,8238.00
2012El Salvador,2012,El Salvador,10863.40,23813.60,1.00,0.46,0.10,0.36,3740.90,7122.50,0.00,707.90,707.90,4840.00,1525.00,6365.00,,49.60,49.60,0.00,0.31,0.67,0.02,1.00,0.44,0.00,0.56,0.00,1.00,10863.40,3740.90,4840.00,8580.90,2282.50,10863.40,0.79,0.21,8580.90,2282.50,0.00,0.00,10863.40,0.00,836.00,836.00,205.60,533.20,738.80,8375.30,913.30,9288.60,9.82,4.95,10863.40,836.00,0.00,836.00,738.80,0.00,738.80,9288.60,0.00,9288.60,10863.40,7040.30,3823.10,0.00,0.00,10863.40,0.00,0.00,0.00,0.00,0.00,0.00,1.00,10863.40,707.90,10155.50,10863.40,707.90,10155.50,,N/A,,N/A,239.80,10.90,250.70,410.60,80.50,491.10,741.80,0.60,21.80,22.40,250.00,469.30,719.30,741.70,1.00,0.00,0.00,213.00,19.00,232.00,433.00,70.00,503.00,735.00,225.00,344.00,569.00,443.00,64.00,507.00,1076.00,232.00,9.00,241.00,436.00,48.00,484.00,725.00,250.00,172.00,422.00,429.00,52.00,481.00,903.00,248.00,7.00,255.00,422.00,48.00,470.00,725.00,1880.00,232.00,2112.00,1845.00,246.00,2091.00,4203.00,5517.00,658.00,6175.00,2897.00,272.00,3169.00,9344.00,,,25.00,,,721.00,,,19.00,,,1056.00,,,24.00,,,701.00,,,28.00,,,875.00,,,26.00,,,700.00,,,142.00,,,4061.00,,,184.00,,,9160.00
2013-IEl Salvador,2013-I,El Salvador,10555.40,24259.10,1.00,0.44,0.08,0.35,3694.20,6861.20,0.00,707.30,707.30,4840.00,1270.30,6110.30,,43.60,43.60,0.00,0.35,0.63,0.02,1.00,0.43,0.00,0.57,0.00,1.00,10555.40,3694.20,4840.00,8534.20,2021.20,10555.40,0.81,0.19,8534.20,2021.20,0.00,0.00,10555.40,0.00,599.10,599.10,277.60,523.40,801.00,8256.60,898.70,9155.30,9.76,5.39,10555.40,599.10,0.00,599.10,801.00,0.00,801.00,9155.30,0.00,9155.30,10555.40,6984.40,3571.00,0.00,0.00,10555.40,0.00,0.00,0.00,0.00,0.00,0.00,1.00,10555.40,707.30,9848.10,10555.40,707.30,9848.10,,N/A,,N/A,101.90,26.40,128.30,203.60,50.20,253.80,382.10,0.60,22.00,22.60,127.70,231.80,359.50,382.10,1.00,0.00,0.00,212.00,32.00,244.00,443.00,83.00,526.00,770.00,224.00,346.00,570.00,455.00,65.00,520.00,1090.00,232.00,12.00,244.00,447.00,49.00,496.00,740.00,254.00,171.00,425.00,440.00,52.00,492.00,917.00,253.00,9.00,262.00,432.00,48.00,480.00,742.00,1906.00,235.00,2141.00,1882.00,245.00,2127.00,4268.00,5550.00,658.00,6208.00,2937.00,274.00,3211.00,9419.00,,,36.00,,,734.00,,,19.00,,,1071.00,,,24.00,,,716.00,,,178.00,,,739.00,,,26.00,,,716.00,,,342.00,,,3686.00,,,538.00,,,8881.00
2013El Salvador,2013,El Salvador,10597.80,24259.10,1.00,0.44,0.08,0.35,3729.00,6868.80,0.00,707.30,707.30,4840.00,1278.60,6118.60,,42.90,42.90,0.00,0.35,0.63,0.02,1.00,0.44,0.00,0.56,0.00,1.00,10597.80,3729.00,4840.00,8569.00,2028.80,10597.80,0.81,0.19,8569.00,2028.80,0.00,0.00,10597.80,0.00,607.40,607.40,229.60,523.10,752.70,8339.40,898.30,9237.70,9.80,5.37,10597.80,607.40,0.00,607.40,752.60,0.00,752.60,9237.80,0.00,9237.80,10597.80,6963.70,3634.10,0.00,0.00,10597.80,0.00,0.00,0.00,0.00,0.00,0.00,1.00,10597.80,707.30,9890.50,10597.80,707.30,9890.50,,N/A,,N/A,213.50,29.50,243.00,442.10,80.30,522.40,765.40,0.60,22.00,22.60,242.40,500.40,742.80,765.40,1.00,0.00,0.00,225.00,348.00,573.00,456.00,65.00,521.00,1094.00,234.00,13.00,247.00,449.00,49.00,498.00,745.00,260.00,172.00,432.00,442.00,52.00,494.00,926.00,260.00,10.00,270.00,434.00,48.00,482.00,752.00,260.00,16.00,276.00,426.00,50.00,476.00,752.00,2681.00,222.00,2903.00,1766.00,235.00,2001.00,4904.00,4609.00,657.00,5266.00,2638.00,234.00,2872.00,8138.00,,,19.00,,,1074.00,,,24.00,,,721.00,,,178.00,,,748.00,,,26.00,,,726.00,,,29.00,,,723.00,,,333.00,,,4571.00,,,518.00,,,7620.00
2014-IEl Salvador,2014-I,El Salvador,10642.80,25337.90,1.00,0.42,0.08,0.34,3677.40,6928.50,0.00,706.70,706.70,4840.00,1381.80,6221.80,,0.00,0.00,0.00,0.34,0.66,0.00,1.00,0.43,0.00,0.57,0.00,1.00,10605.90,3677.40,4840.00,8517.40,2088.50,10605.90,0.80,0.20,8517.40,2125.40,0.00,0.00,10642.80,0.00,1045.60,1045.60,1002.50,186.20,1188.70,7514.90,893.60,8408.50,9.12,5.00,10642.80,1045.60,0.00,1045.60,1188.70,0.00,1188.70,8408.50,0.00,8408.50,10642.80,6942.50,3700.30,0.00,0.00,10642.80,0.00,0.00,0.00,0.00,0.00,0.00,1.00,10642.80,706.70,9936.10,10642.80,706.70,9936.10,,N/A,,N/A,111.40,7.30,118.70,227.50,54.60,282.10,400.80,0.60,20.30,20.90,118.10,261.80,379.90,400.80,1.00,0.00,0.00,225.00,353.00,578.00,457.00,91.00,548.00,1126.00,235.00,20.00,255.00,452.00,58.00,510.00,765.00,264.00,187.00,451.00,444.00,60.00,504.00,955.00,266.00,23.00,289.00,436.00,55.00,491.00,780.00,266.00,29.00,295.00,428.00,56.00,484.00,779.00,2711.00,287.00,2998.00,1773.00,257.00,2030.00,5028.00,4652.00,697.00,5349.00,2641.00,238.00,2879.00,8228.00,0.00,35.00,35.00,578.00,513.00,1091.00,0.00,24.00,24.00,255.00,486.00,741.00,150.00,28.00,178.00,301.00,476.00,777.00,0.00,26.00,26.00,289.00,466.00,755.00,0.00,29.00,29.00,295.00,455.00,750.00,200.00,133.00,333.00,2798.00,1897.00,4695.00,354.00,164.00,518.00,4995.00,2715.00,7710.00
2006Guatemala,2006,Guatemala,6536.44,30231.20,7.62,0.22,0.09,0.13,2773.41,3763.03,0.00,0.00,0.00,1105.31,2657.72,3763.03,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.72,0.00,0.28,0.00,1.00,6536.44,2773.41,1105.31,3878.72,2657.72,6536.44,0.59,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,2326.97,2106.04,0.00,0.00,4433.01,2103.43,0.00,0.00,0.00,2103.43,0.00,1.00,6536.44,279.11,6257.34,6536.44,279.11,6257.34,4061.32,2196.01,0.00,2196.01,207.04,444.20,651.24,212.13,191.48,403.61,1054.85,,,0.00,,,1054.85,1054.85,0.68,0.32,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007Guatemala,2007,Guatemala,7319.98,34024.60,7.76,0.22,0.09,0.12,3195.17,4124.81,0.00,0.00,0.00,955.26,3169.55,4124.81,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.77,0.00,0.23,0.00,1.00,7319.98,3195.17,955.26,4150.43,3169.55,7319.98,0.57,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141.09,2497.58,0.00,0.00,4638.67,2681.31,0.00,0.00,0.00,2681.31,0.00,1.00,7319.98,357.21,6962.76,7319.98,357.21,6962.76,4320.23,2642.54,0.00,2642.54,206.03,171.10,377.13,270.00,232.07,502.07,879.20,,,0.00,,,879.20,879.20,0.63,0.37,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008Guatemala,2008,Guatemala,7653.48,38983.20,7.90,0.20,0.09,0.11,3330.33,4323.18,0.00,0.00,0.00,955.00,3368.18,4323.18,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.78,0.00,0.22,0.00,1.00,7653.51,3330.33,955.00,4285.33,3368.18,7653.51,0.56,0.44,4285.33,343.85,0.00,3024.33,7653.51,10.95,100.68,111.63,850.99,636.66,1487.65,3423.40,2630.84,6054.24,8.49,8.31,7653.53,,,,,,,,,,,2199.86,2429.32,0.00,0.00,4629.18,3024.33,0.00,0.00,0.00,3024.33,0.00,1.00,7653.51,399.70,7253.78,7653.48,399.70,7253.78,4658.77,2595.01,0.00,2595.01,260.16,235.38,495.54,246.15,265.89,512.04,1007.58,,,0.00,,,1007.58,1007.58,0.60,0.40,0.00,255.90,220.90,476.80,301.60,269.98,571.58,1048.38,580.05,167.54,747.59,218.93,247.13,466.06,1213.65,246.50,199.37,445.87,173.12,229.19,402.31,848.18,533.94,48.86,582.80,160.72,217.48,378.20,961.00,,,,,,,,1028.23,1630.32,2658.55,842.22,727.49,1569.71,4228.26,1376.30,1000.51,2376.81,184.26,357.34,541.60,2918.41,,,,,,1048.38,,,,,,1213.65,,,,,,848.18,,,,,,961.00,,,,,,4228.26,,,,,,,,,,,,2918.41
2009-IGuatemala,2009-I,Guatemala,8083.02,37742.66,,0.21,0.09,0.12,3720.40,4362.62,0.00,0.00,0.00,955.00,3407.62,4362.62,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.80,0.00,0.20,0.00,1.00,8083.03,3720.40,955.00,4675.40,3407.62,8083.03,0.58,0.42,4675.40,320.21,0.00,3087.41,8083.03,20.21,258.66,278.86,859.22,630.48,1489.70,3796.59,2518.67,6315.26,8.58,7.93,8083.83,,,,,,,,,,,2112.65,2882.96,0.00,0.00,4995.61,3087.41,0.00,0.00,0.00,3087.41,0.00,1.00,8083.03,381.66,7701.37,8083.03,381.66,7701.35,5137.28,2564.07,0.00,2564.07,118.02,48.16,166.18,116.90,135.66,252.56,418.74,,,0.00,,,418.74,418.74,0.62,0.38,0.00,255.80,210.93,466.73,254.80,279.49,534.29,1001.02,574.40,159.98,734.38,241.70,263.36,505.06,1239.43,248.02,240.72,488.74,195.83,243.88,439.71,928.45,535.40,46.65,582.05,183.71,230.53,414.24,996.29,,,,,,,,1124.80,1643.70,2768.50,619.33,774.72,1394.05,4162.56,1791.00,1057.66,2848.66,805.00,355.52,1160.52,4009.18,,,,,,210.93,,,,,,159.98,,,,,,240.72,,,,,,46.65,,,,,,1643.70,,,,,,,,,381.67,,,675.99
2009Guatemala,2009,Guatemala,8606.77,36831.67,8.48,0.23,0.10,0.13,3972.63,4634.14,0.00,0.00,0.00,955.00,3679.14,4634.14,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.81,0.00,0.19,0.00,1.00,8606.77,3972.63,955.00,4927.63,3679.14,8606.77,0.57,0.43,4927.63,289.50,0.00,3389.63,8606.76,10.87,205.87,216.75,1509.01,712.54,2221.55,3407.75,2760.73,6168.48,7.68,8.04,8606.78,85.57,131.40,216.97,1672.75,548.80,2221.55,3459.04,2709.44,6168.48,8607.00,2125.70,3091.50,0.00,0.00,5217.20,3389.63,0.00,0.00,0.00,3389.63,0.00,1.00,8606.83,372.51,8234.26,8606.77,372.51,8234.26,5364.87,2869.38,0.00,2869.38,258.10,93.83,351.93,249.17,284.41,533.58,885.52,,,0.00,,,885.52,885.52,0.61,0.39,0.00,578.75,156.14,734.89,247.84,289.97,537.81,1272.70,252.38,286.84,539.22,202.23,271.98,474.20,1013.43,542.33,45.53,587.87,189.59,254.19,443.78,1031.65,239.15,224.03,463.18,150.34,247.35,397.69,860.87,,,,,,,,1140.14,1962.67,3102.81,589.87,720.75,1310.62,4413.43,1776.66,783.59,2560.25,738.23,318.53,1056.76,3617.01,,,,,,481.10,,,,,,286.84,,,,,,345.50,,,,,,224.03,,,,,,1962.67,,,,,,,,,372.51,,,741.19
2010-IGuatemala,2010-I,Guatemala,9455.17,41325.14,,0.23,0.10,0.13,4464.78,4990.39,0.00,0.00,0.00,955.00,4035.39,4990.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.82,0.00,0.18,0.00,1.00,9455.17,4464.78,955.00,5419.78,4035.39,9455.17,0.57,0.43,5419.78,262.64,0.00,3772.76,9455.17,7.84,174.64,182.48,802.91,1125.06,1927.97,4609.03,2735.69,7344.72,8.88,7.52,9455.17,54.73,127.74,182.47,406.96,1520.99,1927.95,5220.72,2124.03,7344.75,9455.17,2057.87,3624.55,0.00,0.00,5682.41,3772.76,0.00,0.00,0.00,3772.76,0.00,1.00,9455.17,387.27,9067.90,9455.17,387.27,9067.90,5847.60,3220.30,0.00,3220.30,127.34,115.50,242.84,132.54,161.10,293.64,536.49,,,0.00,,,536.49,536.49,0.60,0.40,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010Guatemala,2010,Guatemala,10154.74,41349.90,8.15,0.25,0.11,0.13,4607.00,5547.74,0.00,0.00,0.00,955.00,4592.74,5547.74,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.83,0.00,0.17,0.00,1.00,10154.74,4607.00,955.00,5562.00,4592.74,10154.74,0.55,0.45,5562.00,425.00,0.00,4167.74,10154.74,343.44,162.69,506.13,431.79,1129.41,1561.20,4786.77,3300.30,8087.07,8.86,7.84,10154.39,428.68,77.49,506.17,510.29,1051.21,1561.50,5048.03,3039.04,8087.07,10154.74,2224.97,3762.03,0.00,0.00,5987.00,4167.74,0.00,0.00,0.00,4167.74,0.00,1.00,10154.74,388.13,9766.61,10154.74,388.13,9766.61,5953.90,3812.71,0.00,3812.71,255.98,0.00,255.98,271.90,344.70,616.60,872.58,,,15.50,,,857.10,872.60,0.59,0.41,0.00,595.91,162.69,758.60,288.00,378.75,666.75,1425.36,275.74,314.52,590.26,244.90,360.03,604.93,1195.19,569.73,47.44,617.17,231.93,340.45,572.38,1189.55,283.58,248.39,531.97,191.97,333.37,525.34,1057.32,289.59,519.05,808.64,179.28,298.40,477.68,1286.32,1357.57,2363.25,3720.82,710.91,911.15,1622.06,5342.87,2189.87,933.00,3122.87,816.01,449.63,1265.64,4388.51,,,0.00,,,954.32,,,0.00,,,729.11,,,0.00,,,742.45,,,0.00,,,608.57,,,0.00,,,844.26,,,0.00,,,3408.46,,,0.00,,,1699.91
2011-IGuatemala,2011-I,Guatemala,10814.12,42714.31,,0.25,0.12,0.13,4575.90,6238.27,0.00,0.00,0.00,955.00,5283.27,6238.27,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.83,0.00,0.17,0.00,1.00,10814.17,4575.90,955.00,5530.90,5283.27,10814.17,0.51,0.49,5530.90,561.00,0.00,4722.29,10814.19,331.22,309.71,640.93,433.03,1410.01,1843.04,4766.60,3563.55,8330.15,8.87,7.47,10814.12,416.46,224.47,640.93,526.53,1316.51,1843.04,5148.81,3181.34,8330.15,10814.12,2345.20,3746.60,0.00,0.00,6091.80,4722.30,0.00,0.00,0.00,4722.30,0.00,1.00,10814.10,400.29,10413.83,10814.13,400.29,10413.83,6322.83,4091.00,0.00,4091.00,126.80,76.40,203.20,91.18,134.69,225.87,429.07,,,0.00,,,429.07,429.07,0.56,0.44,0.00,463.60,85.90,549.50,141.50,225.30,366.80,916.30,277.70,324.20,601.90,245.80,434.50,680.30,1282.20,574.40,48.30,622.70,232.20,414.30,646.50,1269.20,288.80,278.30,567.10,191.60,406.50,598.10,1165.20,295.90,535.31,831.21,178.80,369.90,548.70,1379.91,1393.74,2500.61,3894.35,709.50,1236.72,1946.22,5840.57,2236.71,1521.55,3758.26,819.60,658.74,1478.34,5236.61,,,0.00,,,916.30,,,0.00,,,1282.20,,,0.00,,,1269.20,,,0.00,,,1165.20,,,0.00,,,1379.91,,,0.00,,,5840.57,,,0.00,,,5236.61
2011Guatemala,2011,Guatemala,11371.49,46992.20,7.85,0.24,0.12,0.12,4974.90,6396.59,0.00,0.00,0.00,630.00,5766.59,6396.59,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.89,0.00,0.11,0.00,1.00,11371.49,4974.90,630.00,5604.90,5766.59,11371.49,0.49,0.51,5604.90,657.38,0.00,5109.21,11371.49,19.03,322.80,341.83,417.51,1664.02,2081.53,5168.36,3779.77,8948.13,9.41,7.33,11371.49,49.52,292.31,341.83,612.49,1469.04,2081.53,5600.26,3347.87,8948.13,11371.49,2080.15,4182.13,0.00,0.00,6262.28,5109.21,0.00,0.00,0.00,5109.21,0.00,1.00,11371.49,398.34,10973.14,11371.49,398.34,10973.14,6187.90,4785.24,0.00,4785.24,269.75,0.00,269.75,271.63,429.67,701.30,971.05,,,15.90,,,955.17,971.07,0.55,0.45,0.00,268.60,323.70,592.30,259.30,538.10,797.40,1389.70,579.70,48.30,628.00,252.70,518.00,770.70,1398.70,295.01,374.10,669.11,212.40,482.50,694.90,1364.01,324.30,534.40,858.70,199.50,442.90,642.40,1501.10,321.50,711.00,1032.50,186.10,392.70,578.80,1611.30,1529.40,2072.90,3602.30,722.80,1397.10,2119.90,5722.20,2286.39,1702.20,3988.59,757.50,1094.70,1852.20,5840.79,,,15.30,,,1374.40,,,15.30,,,1383.40,,,15.30,,,1348.71,,,15.30,,,1485.80,,,15.30,,,1596.00,,,15.30,,,5645.70,,,15.30,,,5222.83
2012-IGuatemala,2012-I,Guatemala,12291.29,50255.88,,0.24,0.12,0.12,4908.37,7382.92,0.00,0.00,0.00,1330.00,6052.92,7382.92,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.79,0.00,0.21,0.00,1.00,12291.29,4908.37,1330.00,6238.37,6052.92,12291.29,0.51,0.49,6238.37,830.30,0.00,5222.58,12291.25,22.10,144.58,166.68,415.18,1765.53,2180.71,5801.10,4142.81,9943.91,9.47,7.60,12291.30,37.82,128.85,166.67,610.15,1570.56,2180.71,6420.70,3523.18,9943.88,12291.26,2948.92,4119.80,0.00,0.00,7068.72,5222.58,0.00,0.00,0.00,5222.58,0.00,1.00,12291.30,396.41,11894.88,12291.29,396.41,11894.88,6811.60,5083.28,0.00,5083.28,127.55,0.00,127.55,124.16,244.90,369.06,496.61,,,7.90,,,488.71,496.61,0.58,0.42,0.00,142.30,103.14,245.44,149.90,252.84,402.74,648.18,581.37,48.26,629.63,294.60,497.05,791.65,1421.28,297.12,372.00,669.12,254.20,489.37,743.57,1412.69,326.41,530.13,856.54,241.56,450.09,691.65,1548.19,323.63,705.40,1029.03,227.54,400.30,627.84,1656.87,1542.20,2156.46,3698.66,931.13,1407.24,2338.37,6037.03,3025.37,2137.57,5162.94,790.74,979.15,1769.89,6932.83,,,15.50,,,632.75,,,15.50,,,1405.74,,,15.50,,,1397.22,,,15.50,,,1532.70,,,15.50,,,1641.30,,,77.46,,,5959.52,,,625.69,,,6307.15
2012Guatemala,2012,Guatemala,12269.87,50252.50,7.90,0.24,0.12,0.13,4974.69,7295.18,0.00,0.00,0.00,1330.00,5965.18,7295.18,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.79,0.00,0.21,0.00,1.00,12269.87,4974.69,1330.00,6304.69,5965.18,12269.87,0.51,0.49,6304.69,814.61,0.00,5150.58,12269.88,583.40,48.26,631.65,1306.27,1863.29,3169.56,4415.01,4053.64,8468.65,7.61,7.58,12269.86,631.40,0.25,631.65,1453.24,1716.32,3169.56,5034.64,3434.00,8468.65,12269.86,3233.04,3886.25,0.00,0.00,7119.29,5150.58,0.00,0.00,0.00,5150.58,0.00,1.00,12269.87,436.14,11833.73,12269.87,436.14,11833.73,6693.80,5139.93,0.00,5139.93,261.48,42.53,304.01,263.31,498.45,761.76,1065.77,0.00,15.70,15.70,304.01,746.06,1050.07,1065.77,0.58,0.42,0.00,583.40,48.26,631.65,293.72,293.72,587.43,1219.09,302.34,370.12,672.46,255.21,478.70,733.91,1406.37,331.55,526.36,857.92,241.79,439.66,681.45,1539.36,329.56,700.35,1029.91,228.10,390.19,618.29,1648.20,342.81,266.46,609.27,213.83,340.85,554.68,1163.95,2236.86,1922.29,4159.15,845.55,1180.84,2026.39,6185.54,2178.15,2131.35,4309.49,666.42,702.28,1368.70,5678.20,,,17.56,,,1394.15,,,17.56,,,1388.81,,,17.56,,,1521.80,,,17.56,,,1630.64,,,17.56,,,1146.39,,,87.80,,,6097.74,,,694.11,,,4984.09
2013-IGuatemala,2013-I,Guatemala,13286.52,54692.52,,0.24,0.12,0.13,4943.69,8342.84,0.00,0.00,0.00,2030.00,6312.84,8342.84,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.71,0.00,0.29,0.00,1.00,13286.52,4943.69,2030.00,6973.69,6312.84,13286.52,0.52,0.48,6973.69,772.88,0.00,5539.96,13286.52,440.26,6.53,446.79,1322.84,1901.46,3224.30,5210.58,4404.85,9615.44,8.01,7.73,13286.52,446.53,0.26,446.79,1469.65,1754.48,3224.13,5830.35,3785.46,9615.81,13286.73,3748.55,3997.94,0.00,0.00,7746.49,5539.96,0.00,0.00,0.00,5539.96,0.00,1.00,13286.45,440.00,12846.53,13286.52,440.00,12846.53,7070.90,5775.63,0.00,5775.63,138.30,0.37,138.67,142.81,258.77,401.58,540.26,0.00,7.85,7.85,138.67,393.73,532.41,540.26,0.58,0.42,0.00,440.26,6.53,446.79,167.34,261.22,428.56,875.34,303.72,372.44,676.16,300.60,513.90,814.51,1490.67,334.66,531.02,865.68,286.54,474.56,761.10,1626.78,335.20,706.55,1041.75,271.49,424.65,696.14,1737.89,349.26,291.45,640.71,255.56,374.04,629.60,1270.31,2283.42,1937.40,4220.83,1044.10,1338.29,2382.39,6603.22,2927.16,2467.45,5394.61,875.34,855.97,1731.31,7125.91,,,8.86,,,866.49,,,17.71,,,1472.96,,,17.71,,,1609.07,,,17.74,,,1720.15,,,17.69,,,1252.62,,,88.56,,,6514.66,,,700.27,,,6425.64
