id,year,country,totaldebt,gdp,exchangeratencperusd,debt_gdp,domestogdp,exttogdp,officialdebt,totalnonofficialdebt,foreignbanks,dombanks,totalbank,ext_marketinstrument,dom_market,total_mkt,ext_oth,int_oth,tot_oth,offdom,bankdom,mardom,othdom,credtype_int_sumshares,offext,bankext,marext,othext,credtype_ext_sumshares,credtype_total,officialexternaldebt,nonofficialexternaldebt,external,totaldomestic,legandcred_total,legandcred_ext_tot,legandcred_int_tot,for_ext,for_int,dom_ext,dom_int,currandleg_total,totaldebt_short_term_ext,totaldebt_short_term_int,totaldebt_short_term,totaldebt_med_term_ext,totaldebt_med_term_int,totaldebt_med_term,totaldebt_long_term_ext,totaldebt_long_term_int,totaldebt_long_term,avgmat_ext,avgmat_int,matandleg_total,short_extcurr,short_intcurr,matandcurr_short_tot,med_extcurr,med_intcurr,matandcurr_med_tot,long_extcurr,long_intcurr,matandcurr_long_tot,matandcurr_tot,for_n-i_fr,for_n-i_flr,for_i_fr,for_i_flr,tot_debt_for,dom_n-i_fr,dom_n-i_flr,dom_i_fr,dom_i_flr,tot_debt_dom,debt_index,debt_nonindex,currandrate_tot,heldby_cb,heldby_others,heldby_tot,crossholding,net_debt_1,reserves,net_debt_2,PPFassets,net_debt_3,pay_ppcal_ext,pay_ppal_int,pay_ppal_tot,pay_int_ext,pay_int_int,pay_int_tot,pay_tot_kind,pay_ppal_CB,pay_int_CB,pay_CB_tot,pay_ppal_oth,pay_int_oth,pay_oth_tot,pay_tot_holders,bycurr_debt_for,bycurr_debt_dom,bycurr_debt_index,due_1y_ppal_ext,due_1y_ppal_int,due_1y_ppal_tot,due_1y_int_ext,due_1y_int_int,due_1y_int_tot,due_1y_tot_kind,due_2y_ppal_ext,due_2y_ppal_int,due_2y_ppal_tot,due_2y_int_ext,due_2y_int_int,due_2y_int_tot,due_2y_tot_kind,due_3y_ppal_ext,due_3y_ppal_int,due_3y_ppal_tot,due_3y_int_ext,due_3y_int_int,due_3y_int_tot_kind,due_3y_tot,due_4y_ppal_ext,due_4y_ppal_int,due_4y_ppal_tot,due_4y_int_ext,due_4y_int_int,due_4y_int_tot,due_4y_tot_kind,due_5y_ppal_ext,due_5y_ppal_int,due_5y_ppal_tot,due_5y_int_ext,due_5y_int_int,due_5y_int_tot,due_5y_tot_kind,due_6y_10y_ppal_ext,due_6y_10y_ppal_int,due_6y_10y_ppal_tot,due_6y_10y_int_ext,due_6y_10y_int_int,due_6y_10y_int_tot,due_6y_10y_tot_kind,due_11y_ppal_ext,due_11y_ppal_int,due_11y_ppal_tot,due_11y_int_ext,due_11y_int_int,due_11y_int_tot,due_11y_tot_kind,due_1y_ppal_CB,due_1y_int_CB,due_1y_tot_CB,due_1y_ppal_oth,due_1y_int_oth,due_1y_tot_oth,due_2y_ppal_CB,due_2y_int_CB,due_2y_tot_CB,due_2y_ppal_oth,due_2y_int_oth,due_2y_tot_oth,due_3y_ppal_CB,due_3y_int_CB,due_3y_tot_CB,due_3y_ppal_oth,due_3y_int_oth,due_3y_tot_oth,due_4y_ppal_CB,due_4y_int_CB,due_4y_tot_CB,due_4y_ppal_oth,due_4y_int_oth,due_4y_tot_oth,due_5y_ppal_CB,due_5y_int_CB,due_5y_tot_CB,due_5y_ppal_oth,due_5y_int_oth,due_5y_tot_oth,due_6y_10y_ppal_CB,due_6y_10y_int_CB,due_6y_10y_tot_CB,due_6y_10y_ppal_oth,due_6y_10y_int_oth,due_6y_10y_tot_oth,due_11y_ppal_CB,due_11y_int_CB,due_11y_tot_CB,due_11y_ppal_oth,due_int_oth,due_11y_tot_oth
2013Guatemala,2013,Guatemala,13370.60,53696.80,7.85,0.25,0.12,0.13,5340.23,8030.37,0.00,0.00,0.00,1730.00,6300.37,8030.37,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.76,0.00,0.24,0.00,1.00,13370.60,5340.23,1730.00,7070.23,6300.37,13370.60,0.53,0.47,7070.23,766.59,0.00,5533.78,13370.60,295.40,107.66,403.06,1401.48,1894.17,3295.65,5373.35,4298.54,9671.89,8.14,7.59,13370.61,402.80,0.26,403.06,1458.08,1837.57,3295.65,5975.94,3695.94,9671.88,13370.59,3457.53,4379.30,0.00,0.00,7836.83,5533.78,0.00,0.00,0.00,5533.78,0.00,1.00,13370.61,439.52,12931.08,13370.60,439.52,12931.08,7272.60,5658.48,0.00,5658.48,588.19,0.74,588.93,306.28,530.44,836.72,1425.65,0.00,14.40,14.40,588.93,822.32,1411.25,1425.65,0.59,0.41,0.00,295.40,372.11,667.51,310.90,513.30,824.20,1491.71,340.81,530.44,871.25,301.88,474.02,775.90,1647.16,341.10,705.78,1046.88,286.45,424.20,710.65,1757.53,358.17,251.65,609.82,270.52,373.65,644.17,1253.98,361.41,349.70,711.11,256.07,355.32,611.39,1322.50,1993.38,1871.26,3864.64,1005.48,148.29,1153.77,5018.41,3379.96,2219.43,5599.39,831.20,1688.81,2520.01,8119.40,,,17.69,,,1474.02,,,17.69,,,1629.46,,,17.71,,,1739.82,,,17.66,,,1236.32,,,17.68,,,1304.83,,,88.44,,,4929.97,,,262.64,,,7856.76
2014-IGuatemala,2014-I,Guatemala,14302.94,56758.50,,0.25,0.13,0.12,5299.08,9003.86,0.00,0.00,0.00,1730.00,7273.86,9003.86,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.75,0.00,0.25,0.00,1.00,14302.94,5299.08,1730.00,7029.08,7273.86,14302.94,0.49,0.51,7029.08,961.74,0.00,6312.12,14302.94,157.50,230.56,388.06,1763.07,2448.79,4211.86,5108.50,4594.50,9703.00,7.92,7.19,14302.92,249.98,138.16,388.14,1819.67,2392.19,4211.86,5921.20,3781.80,9703.00,14303.00,3624.70,4366.08,0.00,0.00,7990.78,6312.12,0.00,0.00,0.00,6312.12,0.00,1.00,14302.90,443.07,13859.80,14302.87,443.07,13859.87,7096.40,6763.47,0.00,6763.47,136.44,0.37,136.81,150.95,276.87,427.83,564.64,0.00,69.35,69.35,136.81,358.49,495.30,564.65,0.56,0.44,0.00,157.54,230.56,388.10,154.18,426.53,580.71,968.81,342.98,534.73,877.71,303.26,550.55,853.81,1731.52,342.07,711.49,1053.56,284.54,500.30,784.84,1838.40,365.57,293.18,658.75,275.03,449.33,724.36,1383.11,368.85,369.62,738.47,260.35,390.90,651.25,1389.73,2307.93,2235.33,4543.26,1025.72,1497.49,2523.21,7066.46,3144.10,2899.00,6043.10,5488.30,792.20,6280.50,12323.60,0.00,8.91,8.91,388.10,571.80,959.90,0.00,17.86,17.86,877.71,835.95,1713.67,0.00,17.86,17.86,1053.56,766.98,1820.54,0.00,17.86,17.86,658.75,706.51,1365.25,0.00,17.86,17.86,738.47,633.40,1371.87,0.00,17.90,17.90,4543.26,2505.31,7048.56,443.07,315.50,758.57,5600.03,5965.00,11565.03
2014Guatemala,2014,Guatemala,14598.88,59775.35,7.60,0.24,0.13,0.12,5309.25,9289.60,0.00,0.00,0.00,1730.00,7559.60,9289.60,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.75,0.00,0.25,0.00,1.00,14598.85,5309.25,1730.00,7039.25,7559.60,14598.85,0.48,0.52,7039.30,869.30,0.00,6690.30,14598.90,332.20,547.54,879.74,1813.97,2693.21,4507.18,4893.10,4318.90,9212.00,7.64,6.68,14598.91,332.16,547.53,879.69,2042.09,2465.11,4507.20,5534.30,3677.70,9212.00,14598.89,3591.90,4316.70,0.00,0.00,7908.60,6690.30,0.00,0.00,0.00,6690.30,0.00,1.00,14598.90,453.68,14145.20,14598.88,453.68,14145.20,7333.40,6811.80,0.00,6811.80,307.77,0.78,308.55,291.95,574.63,866.58,1175.12,0.00,17.80,17.80,308.55,848.78,1157.32,1175.12,0.54,0.46,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-IGuatemala,2015-I,Guatemala,15558.86,64119.52,7.62,0.24,0.13,0.12,5755.82,9803.04,0.00,0.00,0.00,1730.00,8073.04,9803.04,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.77,0.00,0.23,0.00,1.00,15558.86,5755.82,1730.00,7485.82,8073.04,15558.86,0.48,0.52,7485.82,869.29,0.00,7203.73,15558.84,160.60,60.53,221.13,1856.00,2684.24,4540.24,5469.19,5328.06,10797.25,7.95,7.44,15558.63,160.60,60.54,221.14,2084.10,2456.14,4540.24,6110.19,4687.26,10797.45,15558.84,3571.70,4783.46,0.00,0.00,8355.16,7203.75,0.00,0.00,0.00,7203.75,0.00,1.00,15558.91,452.03,15106.86,15558.89,452.03,15106.83,7717.70,7389.13,0.00,7389.13,170.04,0.44,170.47,177.03,328.54,505.57,676.05,0.00,9.10,9.10,170.47,496.47,666.95,676.05,0.54,0.46,0.00,160.60,60.50,221.10,162.50,321.90,484.40,705.50,348.00,725.90,1073.90,319.90,612.60,932.50,2006.40,379.30,298.30,677.60,305.10,560.60,865.70,1543.30,389.70,376.70,766.40,289.80,541.80,831.60,1598.00,368.80,550.70,919.50,274.10,493.30,767.40,1686.90,2395.00,2072.50,4467.50,1046.30,1866.10,2912.40,7379.90,3444.39,3988.50,7432.89,861.57,1121.80,1983.37,9416.26,0.00,9.10,9.10,221.10,475.30,696.40,0.00,18.20,18.20,1073.90,914.30,1988.20,0.00,18.20,18.20,677.60,847.50,1525.10,0.00,18.20,18.20,766.40,813.40,1579.80,0.00,18.20,18.20,919.50,749.20,1668.70,0.00,90.98,90.98,4467.50,2821.42,7288.92,452.03,230.99,683.02,6980.86,1752.38,8733.24
2008Guyana,2008,Guyana,1402.72,1923.00,202.17,0.73,0.30,0.43,830.43,572.33,3.89,266.12,270.01,0.03,302.28,302.31,,,0.00,0.00,0.47,0.53,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1402.75,830.43,3.93,834.35,568.40,1402.75,0.59,0.41,834.32,2.89,0.00,565.51,1402.72,0.00,44.21,44.21,6.13,256.66,262.79,828.20,267.53,1095.73,9.94,5.91,1402.72,,,,,,,,,,,716.60,120.62,0.00,0.00,837.22,0.00,522.41,0.00,43.09,565.50,0.03,0.97,1402.72,652.27,750.45,1402.72,652.27,750.45,298.80,451.65,0.00,451.65,9.89,15.00,24.88,10.63,14.50,25.13,50.01,,,12.75,,,37.27,50.01,0.60,0.37,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-IGuyana,2009-I,Guyana,1474.25,1976.57,,0.75,0.31,0.44,840.57,633.68,7.52,38.48,46.00,0.04,348.77,348.81,13.28,225.59,238.87,0.00,0.06,0.57,0.37,1.00,0.98,0.01,0.00,0.02,1.00,1474.25,840.57,20.84,861.41,612.84,1474.25,0.58,0.42,,,,,,0.20,0.00,0.20,384.93,0.00,384.93,861.50,227.62,1089.13,11.12,3.71,1474.25,,,,,,,,,,,828.33,33.08,0.00,0.00,861.41,0.00,348.81,0.00,264.04,612.85,0.18,0.82,1474.25,676.26,797.99,1474.25,676.26,797.99,,N/A,,N/A,2.65,0.09,2.73,4.16,4.69,8.85,11.58,,,0.74,,,10.84,11.58,0.58,0.24,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009Guyana,2009,Guyana,1578.44,2030.14,203.33,0.78,0.32,0.46,924.00,654.26,7.35,280.79,288.13,0.04,366.09,366.13,0.00,0.00,0.00,0.00,0.43,0.57,0.00,1.00,0.99,0.01,0.00,0.00,1.00,1578.26,924.00,7.38,931.38,646.88,1578.26,0.59,0.41,931.56,2.72,0.00,644.16,1578.44,0.00,59.05,59.05,5.42,308.56,313.98,926.75,278.67,1205.41,9.96,5.59,1578.44,,,,,,,,,,,814.88,120.92,0.00,0.00,935.80,0.00,605.40,0.00,38.72,644.12,0.02,0.98,1579.92,710.80,867.64,1578.45,710.80,867.64,569.40,298.24,0.00,298.24,7.81,4.96,12.77,9.74,16.25,25.98,38.76,,,14.33,,,24.42,38.76,0.59,0.38,0.02,20.16,4.95,25.11,11.17,18.67,29.84,54.95,23.03,4.95,27.98,11.16,19.18,30.34,58.32,25.52,4.95,30.47,10.65,20.12,30.77,61.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-IGuyana,2010-I,Guyana,1648.84,2144.69,,0.77,0.32,0.45,962.23,686.62,3.47,254.35,257.82,0.00,428.80,428.80,0.00,0.00,0.00,0.00,0.37,0.63,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1648.84,962.23,3.47,965.69,683.15,1648.84,0.59,0.41,965.69,2.64,0.00,680.51,1648.84,0.00,113.06,113.06,4.63,315.85,320.48,961.07,254.24,1215.31,9.96,5.04,1648.84,,,,,,,,,,,843.38,124.98,0.00,0.00,968.36,0.00,666.12,0.00,14.36,680.48,0.01,0.99,1648.84,768.02,880.82,1648.84,768.02,880.82,622.00,258.82,0.00,258.82,6.41,24.35,30.76,5.86,13.81,19.67,50.44,,,12.30,,,38.13,50.43,0.59,0.40,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010Guyana,2010,Guyana,1733.32,2259.24,205.66,0.77,0.31,0.46,1033.33,699.98,6.92,235.69,242.61,0.00,457.37,457.37,0.00,0.00,0.00,0.00,0.34,0.66,0.00,1.00,0.99,0.01,0.00,0.00,1.00,1733.32,1033.33,6.92,1040.25,693.07,1733.32,0.60,0.40,1040.25,2.57,0.00,690.50,1733.32,0.00,462.16,462.16,4.71,9.58,14.29,1035.54,221.32,1256.87,9.97,3.89,1733.32,,,,,,,,,,,906.27,139.18,0.00,0.00,1045.45,0.00,676.13,0.00,14.37,690.50,0.01,0.99,1735.95,798.18,935.14,1733.32,798.18,935.14,724.40,210.74,0.00,210.74,16.85,24.58,41.43,11.83,19.55,31.38,72.81,,,19.61,,,53.19,72.80,0.60,0.39,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-IGuyana,2011-I,Guyana,1823.00,2417.91,,0.75,0.30,0.45,1091.87,731.38,6.77,248.96,255.73,0.00,475.65,475.65,0.00,0.00,0.00,0.00,0.34,0.66,0.00,1.00,0.99,0.01,0.00,0.00,1.00,1823.24,1091.87,6.77,1098.63,724.61,1823.24,0.60,0.40,1098.63,2.49,0.00,722.12,1823.24,0.00,74.77,74.77,4.96,400.86,405.82,1093.67,248.99,1342.66,9.97,4.92,1823.25,,,,,,,,,,,953.00,148.27,0.00,0.00,1101.27,0.00,712.40,0.00,9.58,721.98,0.01,0.99,1823.25,814.83,1008.62,1823.45,814.83,1008.17,724.00,284.17,0.00,284.17,12.08,4.86,16.94,6.29,11.67,17.96,34.90,,,14.38,,,20.53,34.90,0.60,0.39,0.01,26.44,4.99,31.43,14.48,18.75,33.23,64.66,32.46,4.99,37.45,15.37,18.76,34.13,71.58,31.74,4.99,36.73,19.71,18.60,38.31,75.05,35.49,0.02,35.51,21.01,18.62,39.63,75.14,,,,,,,,,,,,,,,,,,,,,,,,25.19,,,39.28,,,29.85,,,41.54,,,24.47,,,51.07,,,24.60,,,50.54,,,,,,,,,,,,,,,,,,
2011Guyana,2011,Guyana,1917.94,2576.57,204.45,0.74,0.28,0.47,1199.07,718.86,6.51,228.46,234.97,0.00,483.89,483.89,0.00,0.00,0.00,0.00,0.32,0.68,0.00,1.00,0.99,0.01,0.00,0.00,1.00,1917.94,1199.07,6.51,1205.58,712.35,1917.94,0.63,0.37,1205.58,2.38,0.00,709.97,1917.94,0.00,488.68,488.68,3.58,4.78,8.36,1202.00,218.89,1420.89,9.98,3.78,1917.94,,,,,,,,,,,1047.71,29.07,0.00,131.18,1207.97,0.00,700.40,0.00,9.57,709.97,0.07,0.93,1917.94,811.86,1106.08,1917.94,811.86,1106.08,400.93,705.14,0.00,705.14,26.94,4.95,31.89,13.04,19.80,32.84,64.73,,,27.00,,,38.00,65.00,0.56,0.37,0.07,29.13,4.95,34.08,12.98,13.47,26.44,60.53,25.80,4.95,30.74,15.51,16.86,32.37,63.12,29.33,0.17,29.50,15.36,16.40,31.75,61.26,41.84,0.17,42.01,16.18,15.42,31.60,73.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,25.00,,,36.00,,,23.00,,,41.00,,,22.00,,,39.00,,,20.00,,,54.00,,,,,,,,,,,,,,,,,,
2012-IGuyana,2012-I,Guyana,1953.91,2712.67,,0.72,0.24,0.48,1291.49,662.41,6.31,223.05,229.36,0.00,433.05,433.05,0.00,0.00,0.00,0.00,0.34,0.66,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1953.91,1291.49,6.31,1297.81,656.10,1953.91,0.66,0.34,1297.81,2.30,0.00,653.80,1953.91,0.03,433.05,433.08,4.15,4.77,8.92,1293.63,218.28,1511.90,9.98,4.01,1953.91,,,,,,,,,,,1165.24,29.08,0.00,105.79,1300.11,0.00,649.03,0.00,4.77,653.80,0.06,0.94,1953.91,738.42,1215.49,1953.91,738.42,1215.49,413.94,801.55,0.00,801.55,,,,,,,,,,,,,,,0.61,0.33,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012Guyana,2012,Guyana,1815.57,2848.76,203.90,0.64,0.16,0.48,1352.39,463.18,6.17,26.06,32.23,0.00,430.95,430.95,0.00,0.00,0.00,0.00,0.06,0.94,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1815.57,1352.39,6.17,1358.56,457.01,1815.57,0.75,0.25,1358.56,2.21,0.00,454.80,1815.57,0.28,435.72,435.99,40.41,0.00,40.41,1317.87,21.29,1339.16,9.78,1.42,1815.57,0.28,435.72,435.99,40.41,0.00,40.41,1320.08,19.08,1339.16,1815.57,1275.40,29.76,0.00,55.61,1360.77,450.03,0.00,0.00,4.77,454.80,0.03,0.97,1815.57,534.26,1281.31,1815.57,534.26,1281.31,825.20,456.11,0.00,456.11,29.44,4.94,34.39,13.09,12.65,25.73,60.12,11.37,12.39,23.76,23.01,13.35,36.36,60.12,0.72,0.25,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-IGuyana,2013-I,Guyana,1718.82,2957.07,,0.58,0.16,0.42,1242.58,476.24,5.78,21.07,26.85,0.00,449.39,449.39,0.00,0.00,0.00,0.00,0.04,0.96,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1718.82,1242.58,5.78,1248.35,470.46,1718.82,0.73,0.27,1248.35,2.13,0.00,468.34,1718.82,0.00,449.39,449.39,33.54,0.00,33.54,1214.82,21.07,1235.88,9.80,1.40,1718.82,0.00,449.39,449.39,33.54,0.00,33.54,1216.94,18.94,1235.88,1718.82,1166.90,29.20,0.00,54.38,1250.48,468.34,0.00,0.00,0.00,468.34,0.03,0.97,1718.82,546.17,1172.65,1718.82,546.17,1172.65,751.20,421.45,0.00,421.45,15.26,4.84,20.10,6.78,4.40,11.18,31.28,5.63,4.31,9.94,14.46,6.87,21.34,31.28,0.70,0.27,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013Guyana,2013,Guyana,1725.60,3065.37,205.00,0.56,0.16,0.41,1240.79,484.81,5.72,20.96,26.68,0.00,458.13,458.13,0.00,0.00,0.00,0.00,0.04,0.96,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1725.60,1240.79,5.72,1246.51,479.09,1725.60,0.72,0.28,1246.52,2.04,0.00,477.05,1725.61,0.15,458.13,458.27,27.42,0.00,27.42,1218.95,20.96,1239.91,9.83,1.39,1725.60,0.15,458.13,458.27,27.42,0.00,27.42,1220.99,18.92,1239.91,1725.60,1171.15,18.33,0.00,59.08,1248.55,477.05,0.00,0.00,0.00,477.05,0.03,0.97,1725.60,549.90,1175.69,1725.60,549.90,1175.69,751.20,424.49,0.00,424.49,31.65,4.90,36.55,14.27,8.49,22.76,59.30,11.26,8.40,19.66,25.29,14.36,39.64,59.30,0.69,0.28,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-IGuyana,2014-I,Guyana,1649.31,3075.37,,0.54,0.14,0.40,1220.87,428.44,5.70,20.85,26.55,0.00,401.88,401.88,0.00,0.00,0.00,0.00,0.05,0.95,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1649.31,1220.87,5.70,1226.57,422.74,1649.31,0.74,0.26,1226.60,1.96,0.00,420.78,1649.34,0.00,401.88,401.88,53.31,0.00,53.31,1173.26,20.85,1194.12,9.67,1.44,1649.31,0.00,401.88,401.88,53.31,0.00,53.31,1175.22,18.90,1194.12,1649.31,1165.47,28.28,0.00,34.78,1228.53,420.78,0.00,0.00,0.00,420.78,0.02,0.98,1649.31,456.90,1192.41,1649.31,456.90,1192.41,650.40,542.01,0.00,542.01,16.91,0.09,16.99,7.91,2.96,10.87,27.86,5.62,2.99,8.60,11.38,7.88,19.26,27.86,0.72,0.26,0.02,29.51,0.17,29.68,19.52,7.54,27.07,56.75,33.84,0.17,34.01,22.06,7.90,29.96,63.96,37.08,0.17,37.25,24.07,8.29,32.36,69.61,36.14,0.17,36.31,22.34,8.68,31.03,67.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.74,7.60,13.35,23.94,19.46,43.40,4.31,8.03,12.33,29.70,21.93,51.63,4.31,8.42,12.73,32.94,23.94,56.88,4.31,8.82,13.13,32.00,22.20,54.20,,,,,,,,,,,,,,,,,,
2014Guyana,2014,Guyana,1596.96,3085.37,205.70,0.52,0.12,0.39,1211.63,385.33,5.51,20.77,26.27,0.00,359.06,359.06,0.00,0.00,0.00,0.00,0.05,0.95,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1596.96,1211.63,5.51,1217.14,379.83,1596.96,0.76,0.24,1217.17,1.87,0.00,377.95,1597.00,9.38,359.06,368.44,34.98,0.00,34.98,1172.77,20.77,1193.54,9.72,1.49,1596.96,9.38,359.06,368.44,34.98,0.00,34.98,1174.64,18.90,1193.54,1596.96,1153.96,29.49,0.00,35.55,1219.01,377.95,0.00,0.00,0.00,377.95,0.02,0.98,1596.96,407.45,1189.52,1596.96,407.45,1189.52,652.20,537.32,0.00,537.32,34.86,0.17,35.03,16.07,7.48,23.56,58.58,11.22,7.52,18.74,23.81,16.04,39.84,58.58,0.74,0.24,0.02,33.94,0.17,34.11,22.54,8.56,31.10,65.20,37.08,0.17,37.25,24.07,8.29,32.36,69.61,36.14,0.17,36.31,22.34,8.68,31.03,67.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,8.69,13.00,29.80,22.41,52.21,202.11,8.42,210.53,32.94,23.94,56.88,4.31,8.82,13.13,32.00,22.20,54.20,,,,,,,,,,,,,,,,,,,,,,,,
2015-IGuyana,2015-I,Guyana,1587.22,3210.69,,0.49,0.11,0.38,1214.49,372.73,5.52,20.51,26.04,0.00,346.70,346.70,0.00,0.00,0.00,0.00,0.06,0.94,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1587.22,1214.49,5.52,1220.01,367.21,1587.22,0.77,0.23,1219.98,1.63,0.00,365.58,1587.20,4.61,346.70,351.31,32.68,0.00,32.68,1182.72,20.51,1203.23,9.77,1.50,1587.22,4.61,346.70,351.31,32.68,0.00,32.68,1184.34,18.90,1203.23,1587.22,1162.04,26.44,0.00,33.16,1221.64,365.58,0.00,0.00,0.00,365.58,0.02,0.98,1587.22,389.48,1197.74,1587.22,389.48,1197.74,619.00,578.74,0.00,578.74,42.73,0.09,42.81,8.23,3.89,12.12,54.94,9.48,3.96,13.44,33.34,8.16,41.50,54.94,0.75,0.23,0.02,152.35,0.17,152.52,21.98,8.35,30.33,182.85,36.87,0.17,37.04,23.52,8.93,32.45,69.49,45.90,0.17,46.07,28.70,9.36,38.06,84.13,62.17,0.17,62.34,31.73,9.81,41.54,103.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.31,8.69,13.00,148.21,21.64,169.85,202.11,8.42,210.53,-165.07,24.02,-141.04,4.31,9.59,13.90,41.76,28.47,70.23,4.31,9.96,14.27,58.04,31.58,89.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2006Haiti,2006,Haiti,2122.35,5245.43,37.59,0.40,0.13,0.28,,,,,,,,,,,,,,,,,,,,,,,,,1452.60,669.75,2122.35,0.68,0.32,1452.60,0.00,0.00,669.75,2122.35,,,0.00,,,0.00,1452.60,669.75,2122.35,10.00,10.00,2122.35,0.00,0.00,0.00,0.00,0.00,0.00,1452.60,669.75,2122.35,2122.35,1452.60,0.00,0.00,0.00,1452.60,669.75,0.00,0.00,0.00,669.75,0.00,1.00,2122.35,,,,N/A,N/A,,N/A,,N/A,72.12,0.00,72.12,17.40,34.66,52.06,124.18,,,0.00,,,124.17,124.17,0.68,0.32,0.00,24.12,0.00,24.12,16.86,0.00,16.86,40.98,30.95,,30.95,19.69,,19.69,50.64,16.73,,16.73,8.39,,8.39,25.12,3.19,,3.19,5.58,,5.58,8.77,1.74,,1.74,0.34,,0.34,2.08,86.44,,86.44,31.30,,31.30,117.74,568.27,,568.27,71.42,,71.42,639.69,,,,,,40.98,,,,,,50.64,,,,,,25.12,,,,,,8.77,,,,,,2.08,,,,,,117.74,,,,,,639.69
2007Haiti,2007,Haiti,2379.66,5533.96,37.15,0.43,0.14,0.29,,,,,,,,,,,,,,,,,,,,,,,,,1627.44,752.22,2379.66,0.68,0.32,1627.44,0.00,0.00,752.22,2379.66,,,0.00,,,0.00,1627.44,752.22,2379.66,10.00,10.00,2379.66,0.00,0.00,0.00,0.00,0.00,0.00,1627.44,752.22,2379.66,2379.66,1627.44,0.00,0.00,0.00,1627.44,752.22,0.00,0.00,0.00,752.22,0.00,1.00,2379.66,,,,N/A,N/A,,N/A,,N/A,24.12,0.00,24.12,16.86,0.00,16.86,40.97,,,0.00,,,40.97,40.97,0.68,0.32,0.00,30.95,0.00,30.95,19.69,0.00,19.69,50.64,16.73,,16.73,8.39,,8.39,25.12,3.19,,3.19,5.58,,5.58,8.77,1.74,,1.74,0.34,,0.34,2.08,0.58,,0.58,0.47,,0.47,1.05,118.38,,118.38,37.83,,37.83,156.21,535.76,,535.76,64.42,,64.42,600.18,,,,,,50.64,,,,,,25.12,,,,,,8.77,,,,,,2.08,,,,,,1.05,,,,,,156.21,,,,,,600.18
