Latitude,Longitude,Social Value,Object_ID
34.52694198,69.10164356,Neutral,2
34.5269243,69.1137886,Neutral,2
34.53172819,69.11416411,Neutral,2
34.53279323,69.11433578,Neutral,2
34.51005767,69.11473274,Neutral,2
34.52847996,69.11473274,Neutral,2
34.50476626,69.11510289,Neutral,2
34.50476183,69.11527455,Neutral,2
34.53431343,69.11544085,Neutral,2
34.50401031,69.11679268,Neutral,2
34.52890423,69.11745787,Neutral,2
34.51296626,69.11796212,Neutral,2
34.50648589,69.11876678,Neutral,2
34.52653096,69.11884189,Neutral,2
34.50655662,69.11988258,Neutral,2
34.5198,69.1215,Neutral,2
34.50655662,69.12168503,Neutral,2
34.5194,69.1219,Neutral,2
34.53116694,69.12228584,Neutral,2
34.52826783,69.12253261,Neutral,2
34.5195,69.1226,Neutral,2
34.53385383,69.12280083,Neutral,2
34.46998132,69.12288666,Neutral,2
34.47670332,69.12325144,Neutral,2
34.52593432,69.1232729,Neutral,2
34.5195,69.1236,Neutral,2
34.47113117,69.12374496,Neutral,2
34.47139652,69.1238308,Neutral,2
34.47153804,69.12391663,Neutral,2
34.47611517,69.1255796,Neutral,2
34.47661488,69.12569761,Neutral,2
34.57573694,69.12585855,Neutral,2
34.51575098,69.12614822,Neutral,2
34.51563606,69.12645936,Neutral,2
34.57490655,69.12648082,Neutral,2
34.51565816,69.12662566,Neutral,2
34.51596315,69.12670612,Neutral,2
34.47542972,69.12702799,Neutral,2
34.47550048,69.12710845,Neutral,2
34.51143683,69.12743568,Neutral,2
34.47615497,69.1275537,Neutral,2
34.47612401,69.12756979,Neutral,2
34.47632743,69.12769318,Neutral,2
34.47658834,69.12785947,Neutral,2
34.47662814,69.12793994,Neutral,2
34.51164901,69.13052559,Neutral,2
34.48101927,69.13189888,Neutral,2
34.51301046,69.13228512,Neutral,2
34.51559186,69.13256407,Neutral,2
34.51384147,69.13275719,Neutral,2
34.51256843,69.1328001,Neutral,2
34.51187003,69.13289666,Neutral,2
34.48356628,69.13340092,Neutral,2
34.51456638,69.13342237,Neutral,2
"34.517023967895,",69.13477421,Neutral,2
34.48565336,69.13481712,Neutral,2
34.49460244,69.13498878,Neutral,2
34.5056725,69.13507462,Neutral,2
34.48618396,69.13528919,Neutral,2
34.50188833,69.13644791,Neutral,2
"34.5171654095156,",69.13649082,Neutral,2
34.50146392,69.13653374,Neutral,2
34.56361598,69.13674831,Neutral,2
34.4912997,69.13683414,Neutral,2
"34.5167410839334, ",69.1378212,Neutral,2
34.49375355,69.14048195,Neutral,2
34.4953452,69.14172649,Neutral,2
34.49580501,69.14228439,Neutral,2
34.50659199,69.14267063,Neutral,2
34.50051343,69.14356649,Neutral,2
34.50570786,69.14365768,Neutral,2
34.55089238,69.14391518,Neutral,2
34.49835157,69.14400101,Neutral,2
34.4989,69.1444,Neutral,2
34.54049999,69.14588928,Neutral,2
34.47261712,69.14638281,Neutral,2
34.50471763,69.14640427,Neutral,2
34.47142306,69.146474,Neutral,2
34.4719626,69.14686561,Neutral,2
34.53648761,69.14696217,Neutral,2
34.49955408,69.14726257,Neutral,2
34.50733022,69.14992869,Neutral,2
34.50742748,69.15064216,Neutral,2
34.50768829,69.15099621,Neutral,2
34.50768829,69.15103376,Neutral,2
34.50607035,69.15119469,Neutral,2
34.50618529,69.15230513,Neutral,2
34.50457616,69.15232658,Neutral,2
34.50599078,69.15438652,Neutral,2
34.55668893,69.16035175,Neutral,2
34.55138722,69.1615963,Neutral,2
34.53480837,69.16172504,Neutral,2
34.54354007,69.16380644,Neutral,2
34.54276239,69.16536212,Neutral,2
34.53256343,69.16631699,Neutral,2
34.53152048,69.1663599,Neutral,2
34.56517096,69.16835546,Neutral,2
34.56543601,69.16869879,Neutral,2
34.52945223,69.16934252,Neutral,2
34.52777285,69.16987896,Neutral,2
34.5389799,69.1708231,Neutral,2
34.56636367,69.17102695,Neutral,2
34.53342959,69.17277575,Neutral,2
34.53305838,69.17296886,Neutral,2
34.54049115,69.17370915,Neutral,2
34.51928701,69.17450309,Neutral,2
34.51928701,69.17835474,Neutral,2
34.53215686,69.17876244,Neutral,2
34.5193312,69.17905211,Neutral,2
34.51906601,69.17909503,Neutral,2
34.5205953,69.1792345,Neutral,2
34.51971132,69.17942762,Neutral,2
34.51994115,69.181391,Neutral,2
34.51987485,69.1814661,Neutral,2
34.5367,69.1927,Neutral,2
34.52968204,69.19901848,Neutral,2
34.53848499,69.19923306,Neutral,2
34.5534726,69.19970512,Neutral,2
34.54368147,69.19996262,Neutral,2
34.5485595,69.20030594,Neutral,2
34.53496746,69.20192063,Neutral,2
34.53464486,69.2034924,Neutral,2
34.54467124,69.20485497,Neutral,2
34.54230284,69.20506954,Neutral,2
34.54309821,69.20526266,Neutral,2
34.54373449,69.20584202,Neutral,2
34.53827288,69.20627117,Neutral,2
34.5533,69.2063,Neutral,2
34.53601036,69.2069149,Neutral,2
34.53756585,69.20893192,Neutral,2
34.53841428,69.2113781,Neutral,2
34.50715782,69.21918869,Neutral,2
34.5516258,69.03253913,Neutral,2
34.54835626,69.03380513,Neutral,2
34.55946335,69.03545737,Neutral,2
34.5601702,69.0369916,Neutral,2
34.55969308,69.03779626,Neutral,2
34.51309887,69.11659956,Neutral,2
34.51304582,69.11681414,Neutral,2
34.5130193,69.11729693,Neutral,2
34.51302814,69.11731839,Neutral,2
34.51347459,69.11772609,Neutral,2
34.51352763,69.11774755,Neutral,2
34.51357625,69.11775291,Neutral,2
34.51116277,69.11775827,Neutral,2
34.51178162,69.117769,Neutral,2
34.51362046,69.117769,Neutral,2
34.51367792,69.11777437,Neutral,2
34.51372654,69.11777973,Neutral,2
34.51405806,69.11781192,Neutral,2
34.51423929,69.11782801,Neutral,2
34.51422161,69.11783338,Neutral,2
34.51305466,69.11789775,Neutral,2
34.52770213,69.12005424,Positive,3
34.52904565,69.10245895,Positive,3
34.53003559,69.12031174,Positive,3
34.53063662,69.10421848,Positive,3
34.53102552,69.11061287,Positive,3
34.5325104,69.12074089,Positive,3
34.53342959,69.12503242,Positive,3
34.52607575,69.09653664,Positive,3
34.52303503,69.10065651,Positive,3
34.52199196,69.10108566,Positive,3
34.5308134,69.10245895,Positive,3
34.50416946,69.10363913,Positive,3
34.52720715,69.10524845,Positive,3
34.52766678,69.10632133,Positive,3
34.52353003,69.1067934,Positive,3
34.52441397,69.10756588,Positive,3
34.52681823,69.10808086,Positive,3
34.52717179,69.11082745,Positive,3
34.52388361,69.11151409,Positive,3
34.5346316,69.11168575,Positive,3
34.52632324,69.11185741,Positive,3
34.52932849,69.11224365,Positive,3
34.52703037,69.11245823,Positive,3
34.50966867,69.11327362,Positive,3
34.53152048,69.11327362,Positive,3
34.52855067,69.11365986,Positive,3
34.53400409,69.11385298,Positive,3
34.51009303,69.11417484,Positive,3
34.52855067,69.11426067,Positive,3
34.53328818,69.11428213,Positive,3
34.53312025,69.11429286,Positive,3
34.53231595,69.11440551,Positive,3
34.50476626,69.11472738,Positive,3
34.50477952,69.1149205,Positive,3
34.52685359,69.11499023,Positive,3
34.50482372,69.11505461,Positive,3
34.52087817,69.11537647,Positive,3
34.52759607,69.11550522,Positive,3
34.50439934,69.11610603,Positive,3
34.53491443,69.11640644,Positive,3
34.50478836,69.11644936,Positive,3
34.5216207,69.11692142,Positive,3
34.52825015,69.11702871,Positive,3
34.47221025,69.11850929,Positive,3
34.50542494,69.1189599,Positive,3
34.52854625,69.11930859,Positive,3
34.52558075,69.11953926,Positive,3
34.52197428,69.11962509,Positive,3
34.52844461,69.11988258,Positive,3
34.52943898,69.12016153,Positive,3
34.51214408,69.12074089,Positive,3
34.57934108,69.12074089,Positive,3
34.46754888,69.12115932,Positive,3
34.5080773,69.12129879,Positive,3
"34.4683891853569,",69.12147045,Positive,3
34.52876722,69.1215992,Positive,3
34.46881376,69.12181377,Positive,3
34.46860147,69.12185669,Positive,3
"34.4693090879636,",69.12224293,Positive,3
34.46948599,69.12237167,Positive,3
"34.4696275134267,",69.12250042,Positive,3
34.46962751,69.12258625,Positive,3
34.47047664,69.1230154,Positive,3
34.46999901,69.12303686,Positive,3
34.47132576,69.12340164,Positive,3
34.50744074,69.12348747,Positive,3
34.51171973,69.12365913,Positive,3
34.50606151,69.12370205,Positive,3
34.47100734,69.12376642,Positive,3
34.47136114,69.12387371,Positive,3
"34.4717503188006,",69.12391663,Positive,3
34.4716088,69.12400246,Positive,3
34.51023449,69.12404537,Positive,3
34.4728117,69.12408829,Positive,3
34.5196,69.1243,Positive,3
34.47672101,69.12432432,Positive,3
34.47183877,69.12434578,Positive,3
"34.4731654923855, ",69.12451744,Positive,3
34.47267018,69.1246891,Positive,3
34.47344852,69.12537575,Positive,3
34.5194638,69.12541866,Positive,3
34.5726892,69.12548304,Positive,3
34.47394383,69.12554741,Positive,3
34.47680945,69.12563324,Positive,3
34.50252493,69.1258049,Positive,3
34.47594712,69.12593365,Positive,3
34.47651317,69.12605166,Positive,3
34.51437189,69.12610531,Positive,3
34.51462826,69.12610531,Positive,3
34.51575098,69.12614822,Positive,3
34.51575098,69.12614822,Positive,3
34.51575098,69.12614822,Positive,3
34.51575098,69.12614822,Positive,3
34.51575098,69.12614822,Positive,3
34.51575098,69.12614822,Positive,3
34.51575098,69.12614822,Positive,3
34.4764601,69.1261965,Positive,3
34.51583054,69.12625551,Positive,3
34.5156449,69.12634134,Positive,3
34.47634955,69.12637353,Positive,3
34.51581728,69.12642717,Positive,3
34.47634512,69.12644863,Positive,3
34.51577308,69.12646472,Positive,3
34.51572446,69.12654519,Positive,3
34.50549567,69.12657738,Positive,3
34.51552114,69.12657738,Positive,3
34.51574214,69.12665248,Positive,3
34.51575098,69.12670612,Positive,3
34.47608863,69.12691534,Positive,3
34.47564199,69.12700653,Positive,3
34.47613728,69.12700653,Positive,3
34.47547837,69.12711382,Positive,3
34.47603999,69.12715673,Positive,3
34.47580561,69.12717819,Positive,3
34.4757835,69.1273123,Positive,3
34.4760223,69.12743032,Positive,3
34.47939197,69.12743568,Positive,3
34.50952722,69.12752151,Positive,3
34.47541645,69.12768245,Positive,3
34.47629648,69.12772536,Positive,3
34.47638492,69.12775218,Positive,3
34.51187887,69.12814379,Positive,3
34.50500055,69.12816525,Positive,3
34.47833067,69.12889481,Positive,3
34.51178162,69.12904501,Positive,3
34.51176394,69.12920594,Positive,3
34.50047364,69.12923813,Positive,3
34.47781771,69.12977457,Positive,3
34.51456638,69.13039148,Positive,3
34.51168437,69.13106203,Positive,3
34.52154998,69.13121223,Positive,3
34.51421277,69.13258553,Positive,3
34.51338176,69.13267136,Positive,3
34.51135727,69.13268209,Positive,3
34.51558302,69.13270891,Positive,3
34.51572888,69.13270891,Positive,3
34.5129751,69.13273573,Positive,3
34.51391219,69.13275719,Positive,3
34.51412436,69.13275719,Positive,3
34.51559186,69.13283229,Positive,3
34.51216177,69.13285375,Positive,3
34.5156007,69.13289666,Positive,3
34.51419509,69.13292885,Positive,3
34.51455754,69.13330436,Positive,3
34.50439049,69.13347602,Positive,3
34.50439049,69.13347602,Positive,3
34.5145929,69.13353503,Positive,3
34.51157828,69.13421631,Positive,3
34.50271944,69.13428068,Positive,3
34.49828083,69.1344738,Positive,3
34.4948854,69.13464546,Positive,3
34.49184353,69.13524628,Positive,3
34.51150756,69.13537502,Positive,3
34.50477952,69.1355145,Positive,3
34.50477952,69.1355145,Positive,3
34.50477952,69.1355145,Positive,3
34.48733359,69.13554668,Positive,3
34.48888999,69.13554668,Positive,3
34.49888209,69.13625479,Positive,3
34.49792714,69.13627625,Positive,3
"34.5159277871935,",69.1362977,Positive,3
34.49967787,69.13634062,Positive,3
34.494178,69.13640499,Positive,3
34.48682068,69.13644791,Positive,3
34.57464153,69.13657665,Positive,3
34.48903148,69.13704872,Positive,3
34.48910223,69.13709164,Positive,3
34.48975661,69.13756371,Positive,3
34.49897051,69.13756371,Positive,3
34.49248021,69.13767099,Positive,3
34.4898981,69.13771391,Positive,3
34.49274549,69.13773537,Positive,3
34.49553973,69.13788557,Positive,3
34.50175128,69.13795531,Positive,3
34.50175128,69.13795531,Positive,3
34.49263938,69.13801432,Positive,3
34.50121635,69.13803577,Positive,3
34.48954438,69.13810015,Positive,3
34.4896505,69.13816452,Positive,3
34.49530983,69.13816452,Positive,3
34.49071165,69.13825035,Positive,3
34.49057016,69.13829327,Positive,3
34.49628249,69.13840055,Positive,3
34.49713135,69.13850784,Positive,3
34.50599078,69.1386795,Positive,3
34.49704293,69.13872242,Positive,3
34.50155234,69.13872242,Positive,3
34.49782104,69.138937,Positive,3
34.49485003,69.13910866,Positive,3
34.50042059,69.1392374,Positive,3
34.4664432,69.13928032,Positive,3
34.5012694,69.13930178,Positive,3
34.47113117,69.13951635,Positive,3
34.49276318,69.14000988,Positive,3
34.49871409,69.14019227,Positive,3
34.50181317,69.14036393,Positive,3
34.49283392,69.14039612,Positive,3
"34.5163167561901,",69.1409111,Positive,3
34.49375355,69.14103985,Positive,3
34.50192369,69.14127588,Positive,3
34.50008018,69.14140999,Positive,3
34.50008018,69.14140999,Positive,3
34.50577859,69.141469,Positive,3
34.49529215,69.14151192,Positive,3
34.50077426,69.14174795,Positive,3
34.50089805,69.14194107,Positive,3
34.49874062,69.14198399,Positive,3
34.50088921,69.14200008,Positive,3
34.50088921,69.14200008,Positive,3
34.50050901,69.1420269,Positive,3
34.55131653,69.14211273,Positive,3
34.50179549,69.1421181,Positive,3
34.50179549,69.1421181,Positive,3
34.50140645,69.1421932,Positive,3
34.50140645,69.1421932,Positive,3
34.50302006,69.14245605,Positive,3
34.49649471,69.14252043,Positive,3
34.5000846,69.14254189,Positive,3
34.49686608,69.14277792,Positive,3
34.49746735,69.1431427,Positive,3
34.49743198,69.1431427,Positive,3
34.55075099,69.1431427,Positive,3
34.55124584,69.1431427,Positive,3
34.49721977,69.14335728,Positive,3
34.49021645,69.14365768,Positive,3
34.55103376,69.14365768,Positive,3
34.55110445,69.14374352,Positive,3
34.47083044,69.14393663,Positive,3
34.50217126,69.14400101,Positive,3
34.50429324,69.14443016,Positive,3
34.4990943,69.14464474,Positive,3
34.51026985,69.14494514,Positive,3
34.49785641,69.14571762,Positive,3
34.53738909,69.1459322,Positive,3
34.47045453,69.14599657,Positive,3
34.47032185,69.1460824,Positive,3
34.50160539,69.14614677,Positive,3
34.47027321,69.14652765,Positive,3
34.50330299,69.14674759,Positive,3
34.46978673,69.14789021,Positive,3
34.50210053,69.14797068,Positive,3
34.50641516,69.14812088,Positive,3
34.50089805,69.14824963,Positive,3
34.50036754,69.14837837,Positive,3
34.47004323,69.14876997,Positive,3
34.50436397,69.14889336,Positive,3
34.5045408,69.1490221,Positive,3
34.47023783,69.14902747,Positive,3
34.50471763,69.14915085,Positive,3
34.50524811,69.14919376,Positive,3
34.50616761,69.14992332,Positive,3
34.50539399,69.14995551,Positive,3
34.50686164,69.1502291,Positive,3
34.50616761,69.15048122,Positive,3
34.50906749,69.15086746,Positive,3
34.50828948,69.15095329,Positive,3
34.50599078,69.15121078,Positive,3
34.50931504,69.15151119,Positive,3
34.50763966,69.15154874,Positive,3
34.50694563,69.15182769,Positive,3
34.51057044,69.15274501,Positive,3
34.5068749,69.15297031,Positive,3
34.50648589,69.15339947,Positive,3
34.50584932,69.15400028,Positive,3
34.50648589,69.15434361,Positive,3
34.50977476,69.15527701,Positive,3
34.54854183,69.15563107,Positive,3
34.54803813,69.15632844,Positive,3
34.55725442,69.15678978,Positive,3
34.54740188,69.15741205,Positive,3
34.54576704,69.15957928,Positive,3
34.5568303,69.15987968,Positive,3
34.5562648,69.15996552,Positive,3
34.54569634,69.16030884,Positive,3
34.55158162,69.1623044,Positive,3
34.54984083,69.16291595,Positive,3
34.54984966,69.16291595,Positive,3
34.5498585,69.16291595,Positive,3
34.54986733,69.16291595,Positive,3
34.54984966,69.16292667,Positive,3
34.54987617,69.16292667,Positive,3
34.5498585,69.1629374,Positive,3
34.55154628,69.16327,Positive,3
34.51227669,69.16339874,Positive,3
34.55368467,69.16369915,Positive,3
34.51179046,69.16388154,Positive,3
34.51183466,69.16394591,Positive,3
34.5302654,69.16462183,Positive,3
34.53237782,69.16472912,Positive,3
34.53266949,69.16504025,Positive,3
34.54295681,69.16504025,Positive,3
34.56608979,69.16554451,Positive,3
34.53095481,69.16560888,Positive,3
34.53102552,69.16571617,Positive,3
34.54219679,69.16618824,Positive,3
34.54183446,69.16670322,Positive,3
34.56621348,69.16704655,Positive,3
34.53892688,69.16736841,Positive,3
34.56494125,69.16756153,Positive,3
34.56600144,69.16764736,Positive,3
34.56630183,69.16808724,Positive,3
34.53031843,69.16820526,Positive,3
34.56377502,69.16876316,Positive,3
34.52911636,69.17005062,Positive,3
34.52805569,69.17009354,Positive,3
34.56605445,69.17045832,Positive,3
34.53060127,69.17103767,Positive,3
34.53229828,69.1711235,Positive,3
34.53212151,69.17133808,Positive,3
34.53060127,69.17215347,Positive,3
34.51876545,69.17227149,Positive,3
34.51804941,69.17238951,Positive,3
34.56647853,69.17238951,Positive,3
34.53155584,69.17284012,Positive,3
34.51703281,69.17300105,Positive,3
34.52298199,69.17321563,Positive,3
34.51732453,69.17341948,Positive,3
34.52287591,69.17344093,Positive,3
34.52142623,69.17352676,Positive,3
34.53906828,69.17393446,Positive,3
34.51989695,69.17414904,Positive,3
34.51951684,69.17414904,Positive,3
34.51936656,69.1742456,Positive,3
34.5193312,69.17428851,Positive,3
34.51927817,69.1743207,Positive,3
34.51918093,69.1743958,Positive,3
34.52269028,69.17458892,Positive,3
34.52011353,69.17475522,Positive,3
34.51854445,69.17486787,Positive,3
34.51735105,69.17496443,Positive,3
34.51997651,69.17509317,Positive,3
34.51964944,69.17511463,Positive,3
34.51956104,69.17521119,Positive,3
34.51949032,69.17526484,Positive,3
34.53222757,69.17532921,Positive,3
34.51926049,69.17535603,Positive,3
34.51928701,69.17539358,Positive,3
34.51911905,69.17539358,Positive,3
34.51989519,69.17539358,Positive,3
34.51984391,69.17553306,Positive,3
34.51921629,69.17553306,Positive,3
34.51983508,69.17555451,Positive,3
34.51888037,69.17568326,Positive,3
34.5200859,69.17568862,Positive,3
34.51787261,69.17574763,Positive,3
34.51978204,69.17577982,Positive,3
34.51859749,69.17584419,Positive,3
34.51883617,69.17591929,Positive,3
34.51976436,69.17595148,Positive,3
34.51878313,69.17600513,Positive,3
34.51861959,69.17601049,Positive,3
34.51975552,69.17602658,Positive,3
34.51880081,69.17602658,Positive,3
34.51868589,69.17604804,Positive,3
34.51870357,69.17610168,Positive,3
34.51962734,69.17626262,Positive,3
34.51978204,69.17627335,Positive,3
34.51953585,69.17631626,Positive,3
34.51875661,69.17638063,Positive,3
34.5194196,69.17644501,Positive,3
34.519729,69.17654157,Positive,3
34.51911463,69.17656839,Positive,3
34.51958756,69.17664886,Positive,3
34.51953452,69.17667568,Positive,3
34.51845605,69.1769278,Positive,3
34.51961408,69.17697072,Positive,3
34.51841185,69.17703509,Positive,3
34.51972016,69.17705655,Positive,3
34.51964944,69.17730331,Positive,3
34.52068369,69.17811871,Positive,3
34.5193754,69.17817235,Positive,3
34.52054226,69.1783762,Positive,3
34.52090469,69.17856932,Positive,3
34.52048922,69.17869806,Positive,3
34.53123765,69.17876244,Positive,3
34.52078093,69.17877316,Positive,3
34.53480837,69.1789341,Positive,3
34.52073673,69.17896628,Positive,3
34.52078977,69.17907357,Positive,3
34.52067485,69.17907894,Positive,3
34.5210196,69.17925596,Positive,3
34.52042734,69.17926669,Positive,3
34.52058646,69.17927742,Positive,3
34.53512654,69.17932034,Positive,3
34.5194638,69.17942762,Positive,3
34.52051132,69.17946517,Positive,3
34.51956988,69.17953491,Positive,3
34.51978646,69.17963684,Positive,3
34.52055552,69.17998552,Positive,3
34.52061297,69.18024838,Positive,3
34.51857981,69.18037176,Positive,3
34.52055994,69.18056488,Positive,3
34.52013563,69.18073654,Positive,3
34.52018867,69.18074191,Positive,3
34.52005607,69.18104768,Positive,3
34.51999419,69.18107986,Positive,3
34.52024171,69.18112278,Positive,3
34.52070137,69.18125153,Positive,3
34.53586895,69.18142319,Positive,3
34.51912789,69.18199182,Positive,3
34.51985275,69.18210983,Positive,3
34.52114336,69.18210983,Positive,3
34.51956988,69.18279648,Positive,3
34.51971132,69.18382645,Positive,3
34.5196406,69.18489933,Positive,3
34.53618712,69.18515682,Positive,3
34.53629318,69.18541431,Positive,3
34.52013563,69.18571472,Positive,3
34.52013563,69.18571472,Positive,3
34.53632853,69.18588638,Positive,3
34.52084281,69.18691635,Positive,3
34.52063065,69.1873455,Positive,3
34.52098424,69.18897629,Positive,3
34.52551004,69.1890192,Positive,3
34.51306351,69.19120789,Positive,3
34.53668205,69.19210911,Positive,3
34.53657599,69.19223785,Positive,3
34.53657599,69.19232368,Positive,3
34.53646994,69.19249535,Positive,3
34.53669973,69.19273138,Positive,3
34.53646994,69.19309616,Positive,3
34.52968204,69.19326782,Positive,3
34.51780189,69.19416904,Positive,3
34.56273246,69.1945982,Positive,3
34.51896877,69.19502735,Positive,3
34.53565683,69.19579983,Positive,3
34.53548007,69.1962719,Positive,3
34.53954552,69.19743061,Positive,3
34.53388919,69.19837475,Positive,3
34.54354007,69.19841766,Positive,3
34.55029149,69.19867516,Positive,3
34.52296431,69.20009136,Positive,3
34.53289929,69.20060635,Positive,3
34.53371242,69.20082092,Positive,3
34.53982833,69.2010355,Positive,3
34.54785256,69.20116425,Positive,3
34.53471115,69.2012018,Positive,3
34.53486582,69.20142174,Positive,3
34.5353254,69.20160949,Positive,3
34.53443716,69.20165777,Positive,3
34.529081,69.20180798,Positive,3
34.53584243,69.20200109,Positive,3
34.5323,69.2021,Positive,3
34.5323,69.2021,Positive,3
34.53406595,69.20228004,Positive,3
34.53542704,69.20228541,Positive,3
34.53424714,69.20229077,Positive,3
34.5255454,69.20245171,Positive,3
34.53586011,69.20248926,Positive,3
34.52946991,69.20253754,Positive,3
34.55011476,69.20279503,Positive,3
34.54184329,69.20313835,Positive,3
34.53588221,69.20317054,Positive,3
34.53511329,69.20325637,Positive,3
34.53569219,69.20342803,Positive,3
34.55084819,69.20358896,Positive,3
34.53513096,69.20372307,Positive,3
34.54124234,69.20391083,Positive,3
34.53551542,69.20392156,Positive,3
34.54071209,69.20399666,Positive,3
34.5354403,69.20405567,Positive,3
34.55209413,69.20459747,Positive,3
34.53484372,69.20502663,Positive,3
34.53558613,69.20519829,Positive,3
34.53470231,69.20528412,Positive,3
34.54493635,69.20534849,Positive,3
34.54265634,69.20543432,Positive,3
34.54265634,69.20575619,Positive,3
34.55520448,69.20700073,Positive,3
34.55640618,69.20700073,Positive,3
34.5554,69.208,Positive,3
34.50500055,69.22094822,Positive,3
34.50558408,69.22124863,Positive,3
34.50860776,69.22240734,Positive,3
34.5074761,69.22360897,Positive,3
34.50942113,69.22498226,Positive,3
34.50970404,69.22687054,Positive,3
34.58707003,68.95872474,Positive,3
34.5870877,68.95879447,Positive,3
34.58707445,68.95879984,Positive,3
34.5870347,68.95884275,Positive,3
34.58703028,68.95886958,Positive,3
34.56177825,69.01195049,Positive,3
34.54742839,69.02207851,Positive,3
34.55013243,69.03296828,Positive,3
34.5532782,69.03462052,Positive,3
34.55333122,69.03466344,Positive,3
34.55721908,69.03834343,Positive,3
34.56025855,69.03846145,Positive,3
34.5263586,69.0729332,Positive,3
34.52536861,69.07310486,Positive,3
34.5269243,69.07314777,Positive,3
34.53357101,69.07550812,Positive,3
34.52200964,69.07786846,Positive,3
34.52083397,69.08883333,Positive,3
34.51320495,69.1176939,Positive,3
34.51225901,69.11774755,Positive,3
34.51381053,69.117769,Positive,3
34.51411552,69.11783338,Positive,3
34.51414204,69.11783874,Positive,3
34.51419951,69.11783874,Positive,3
34.50592005,69.15224075,Positive,3
