Latitude	Longitude	Language	Object_ID
34.52264609	69.11902428	Farsi	3
34.50666272	69.11904573	Farsi	3
34.50477068	69.11908865	Farsi	3
34.52854625	69.11930859	Farsi	3
34.52558075	69.11953926	Farsi	3
34.52844461	69.11988258	Farsi	3
34.50655662	69.11988258	Farsi	3
34.51214408	69.12074089	Farsi	3
34.57934108	69.12074089	Farsi	3
34.46754888	69.12115932	Farsi	3
34.5080773	69.12129879	Farsi	3
"34.4683891853569,"	69.12147045	Farsi	3
34.5198	69.1215	Farsi	3
34.53880315	69.12151337	Farsi	3
34.52876722	69.1215992	Farsi	3
34.50655662	69.12168503	Farsi	3
34.46870761	69.12185669	Farsi	3
34.5194	69.1219	Farsi	3
"34.4693090879636,"	69.12224293	Farsi	3
34.46948599	69.12237167	Farsi	3
"34.4696275134267,"	69.12250042	Farsi	3
34.46962751	69.12258625	Farsi	3
34.5195	69.1226	Farsi	3
34.53385383	69.12280083	Farsi	3
34.46999901	69.12303686	Farsi	3
34.47670332	69.12325144	Farsi	3
34.52593432	69.1232729	Farsi	3
34.50744074	69.12348747	Farsi	3
34.5195	69.1236	Farsi	3
34.51171973	69.12365913	Farsi	3
34.50606151	69.12370205	Farsi	3
34.47113117	69.12374496	Farsi	3
34.47100734	69.12376642	Farsi	3
34.47136114	69.12387371	Farsi	3
34.4716088	69.12400246	Farsi	3
34.51023449	69.12404537	Farsi	3
34.4728117	69.12408829	Farsi	3
34.5196	69.1243	Farsi	3
34.47672101	69.12432432	Farsi	3
34.47183877	69.12434578	Farsi	3
34.47182108	69.12451744	Farsi	3
"34.4731654923855, "	69.12451744	Farsi	3
34.47267018	69.1246891	Farsi	3
34.5194638	69.12541866	Farsi	3
34.47394383	69.12554741	Farsi	3
34.47680945	69.12563324	Farsi	3
34.57573694	69.12585855	Farsi	3
34.47651317	69.12605166	Farsi	3
34.51462826	69.12610531	Farsi	3
34.51575098	69.12614822	Farsi	3
34.51575098	69.12614822	Farsi	3
34.51575098	69.12614822	Farsi	3
34.51575098	69.12614822	Farsi	3
34.51575098	69.12614822	Farsi	3
34.4764601	69.1261965	Farsi	3
34.58004776	69.12627697	Farsi	3
34.5156449	69.12634134	Farsi	3
34.47634955	69.12637353	Farsi	3
34.51581728	69.12642717	Farsi	3
34.51577308	69.12646472	Farsi	3
34.57490655	69.12648082	Farsi	3
34.47613728	69.12700653	Farsi	3
34.47564199	69.12700653	Farsi	3
34.47542972	69.12702799	Farsi	3
34.47550048	69.12710845	Farsi	3
34.47547837	69.12711382	Farsi	3
34.51191423	69.12715673	Farsi	3
34.47580561	69.12717819	Farsi	3
34.4757835	69.1273123	Farsi	3
34.4760223	69.12743032	Farsi	3
34.47939197	69.12743568	Farsi	3
34.51143683	69.12743568	Farsi	3
"34.5169886074523,"	69.12752151	Farsi	3
34.50952722	69.12752151	Farsi	3
34.47615497	69.1275537	Farsi	3
34.47629648	69.12772536	Farsi	3
34.47638492	69.12775218	Farsi	3
34.53360636	69.12782192	Farsi	3
34.51187887	69.12814379	Farsi	3
34.50500055	69.12816525	Farsi	3
34.47833067	69.12889481	Farsi	3
34.51178162	69.12904501	Farsi	3
34.51176394	69.12920594	Farsi	3
34.50047364	69.12923813	Farsi	3
34.51179046	69.12923813	Farsi	3
34.57469454	69.12953854	Farsi	3
34.47781771	69.12977457	Farsi	3
34.51456638	69.13039148	Farsi	3
34.51164901	69.13052559	Farsi	3
34.51168437	69.13106203	Farsi	3
34.52154998	69.13121223	Farsi	3
34.50231273	69.13146973	Farsi	3
34.50165402	69.13198471	Farsi	3
34.51136611	69.13253188	Farsi	3
34.51394755	69.13260698	Farsi	3
34.51338176	69.13267136	Farsi	3
34.51135727	69.13268209	Farsi	3
34.5129751	69.13273573	Farsi	3
34.51412436	69.13275719	Farsi	3
34.48328328	69.13275719	Farsi	3
34.51384147	69.13275719	Farsi	3
34.51391219	69.13275719	Farsi	3
34.51440725	69.13284302	Farsi	3
34.51216177	69.13285375	Farsi	3
34.51419509	69.13292885	Farsi	3
34.51455754	69.13330436	Farsi	3
34.51456638	69.13342237	Farsi	3
"34.5169178865219,"	69.13365841	Farsi	3
34.50271944	69.13428068	Farsi	3
34.49828083	69.1344738	Farsi	3
34.4948854	69.13464546	Farsi	3
"34.517023967895,"	69.13477421	Farsi	3
34.49460244	69.13498878	Farsi	3
34.5056725	69.13507462	Farsi	3
34.49184353	69.13524628	Farsi	3
34.50477952	69.1355145	Farsi	3
34.50477952	69.1355145	Farsi	3
34.50477952	69.1355145	Farsi	3
34.48888999	69.13554668	Farsi	3
34.49888209	69.13625479	Farsi	3
34.49792714	69.13627625	Farsi	3
34.49967787	69.13634062	Farsi	3
34.494178	69.13640499	Farsi	3
"34.5171654095156,"	69.13649082	Farsi	3
34.50146392	69.13653374	Farsi	3
34.57464153	69.13657665	Farsi	3
34.49796251	69.13672686	Farsi	3
34.4912997	69.13683414	Farsi	3
34.48910223	69.13709164	Farsi	3
34.48917297	69.13711309	Farsi	3
34.49897051	69.13756371	Farsi	3
34.49248021	69.13767099	Farsi	3
34.49274549	69.13773537	Farsi	3
"34.5167410839334, "	69.1378212	Farsi	3
34.49553973	69.13788557	Farsi	3
34.50175128	69.13795531	Farsi	3
34.50175128	69.13795531	Farsi	3
34.50719319	69.13799286	Farsi	3
34.49060554	69.13799286	Farsi	3
34.49263938	69.13801432	Farsi	3
34.50121635	69.13803577	Farsi	3
34.48954438	69.13810015	Farsi	3
34.4896505	69.13816452	Farsi	3
34.49530983	69.13816452	Farsi	3
34.49057016	69.13829327	Farsi	3
34.49628249	69.13840055	Farsi	3
34.49713135	69.13850784	Farsi	3
34.50599078	69.1386795	Farsi	3
34.49704293	69.13872242	Farsi	3
34.49782104	69.138937	Farsi	3
34.49148982	69.13897991	Farsi	3
34.49485003	69.13910866	Farsi	3
34.50042059	69.1392374	Farsi	3
34.4664432	69.13928032	Farsi	3
34.5012694	69.13930178	Farsi	3
34.49216187	69.13932323	Farsi	3
34.49605259	69.13936615	Farsi	3
34.47113117	69.13951635	Farsi	3
34.49276318	69.14000988	Farsi	3
34.49871409	69.14019227	Farsi	3
34.493223	69.14031029	Farsi	3
34.50181317	69.14036393	Farsi	3
34.49283392	69.14039612	Farsi	3
34.49375355	69.14048195	Farsi	3
"34.5163167561901,"	69.1409111	Farsi	3
34.49375355	69.14103985	Farsi	3
34.49849304	69.14116859	Farsi	3
34.50192369	69.14127588	Farsi	3
34.50008018	69.14140999	Farsi	3
34.50008018	69.14140999	Farsi	3
34.50577859	69.141469	Farsi	3
34.49529215	69.14151192	Farsi	3
34.50077426	69.14174795	Farsi	3
34.50089805	69.14194107	Farsi	3
34.49874062	69.14198399	Farsi	3
34.50088921	69.14200008	Farsi	3
34.50088921	69.14200008	Farsi	3
34.50050901	69.1420269	Farsi	3
34.50179549	69.1421181	Farsi	3
34.50179549	69.1421181	Farsi	3
34.50140645	69.1421932	Farsi	3
34.50140645	69.1421932	Farsi	3
34.55124584	69.14228439	Farsi	3
34.51568026	69.14245605	Farsi	3
34.49649471	69.14252043	Farsi	3
34.5000846	69.14254189	Farsi	3
34.49686608	69.14277792	Farsi	3
34.49746735	69.1431427	Farsi	3
34.55124584	69.1431427	Farsi	3
34.49721977	69.14335728	Farsi	3
34.50051343	69.14356649	Farsi	3
34.49021645	69.14365768	Farsi	3
34.49771493	69.14378643	Farsi	3
34.55103376	69.14417267	Farsi	3
34.4989	69.1444	Farsi	3
34.50429324	69.14443016	Farsi	3
34.4990943	69.14464474	Farsi	3
34.49785641	69.14571762	Farsi	3
34.54049999	69.14588928	Farsi	3
34.53738909	69.1459322	Farsi	3
34.47045453	69.14599657	Farsi	3
34.47261712	69.14638281	Farsi	3
34.50471763	69.14640427	Farsi	3
34.47142306	69.146474	Farsi	3
34.47027321	69.14652765	Farsi	3
34.53648761	69.14696217	Farsi	3
34.46511637	69.14721966	Farsi	3
34.49955408	69.14726257	Farsi	3
34.47057836	69.14756835	Farsi	3
34.50210053	69.14797068	Farsi	3
34.50641516	69.14812088	Farsi	3
34.50089805	69.14824963	Farsi	3
34.50036754	69.14837837	Farsi	3
34.50358592	69.1484642	Farsi	3
34.47004323	69.14876997	Farsi	3
34.50436397	69.14889336	Farsi	3
34.5045408	69.1490221	Farsi	3
34.50471763	69.14915085	Farsi	3
34.50524811	69.14919376	Farsi	3
34.50616761	69.14992332	Farsi	3
34.50733022	69.14992869	Farsi	3
34.50539399	69.14995551	Farsi	3
34.50686164	69.1502291	Farsi	3
34.50616761	69.15048122	Farsi	3
34.50742748	69.15064216	Farsi	3
34.50906749	69.15086746	Farsi	3
34.50828948	69.15095329	Farsi	3
34.50768829	69.15099621	Farsi	3
34.50599078	69.15121078	Farsi	3
34.50661409	69.15121078	Farsi	3
34.50931504	69.15151119	Farsi	3
34.50763966	69.15154874	Farsi	3
34.50694563	69.15182769	Farsi	3
34.50592005	69.15224075	Farsi	3
34.5068749	69.15297031	Farsi	3
34.56418143	69.15327072	Farsi	3
34.50648589	69.15339947	Farsi	3
34.50584932	69.15400028	Farsi	3
34.50436397	69.15412903	Farsi	3
34.50648589	69.15434361	Farsi	3
34.50599078	69.15438652	Farsi	3
34.50977476	69.15527701	Farsi	3
34.54854183	69.15563107	Farsi	3
34.55725442	69.15678978	Farsi	3
34.54576704	69.15957928	Farsi	3
34.5562648	69.15996552	Farsi	3
34.53480837	69.16172504	Farsi	3
34.55158162	69.1623044	Farsi	3
34.5498585	69.16291595	Farsi	3
34.55154628	69.16327	Farsi	3
34.51227669	69.16339874	Farsi	3
34.55368467	69.16369915	Farsi	3
34.51179046	69.16388154	Farsi	3
34.51183466	69.16394591	Farsi	3
34.5302654	69.16462183	Farsi	3
34.53266949	69.16504025	Farsi	3
34.56608979	69.16554451	Farsi	3
34.53095481	69.16560888	Farsi	3
34.54183446	69.16670322	Farsi	3
34.56621348	69.16704655	Farsi	3
34.53892688	69.16736841	Farsi	3
34.53063662	69.16751862	Farsi	3
34.56494125	69.16756153	Farsi	3
34.56600144	69.16764736	Farsi	3
34.53031843	69.16820526	Farsi	3
34.56517096	69.16835546	Farsi	3
34.56613397	69.16870952	Farsi	3
34.56377502	69.16876316	Farsi	3
34.52945223	69.16934252	Farsi	3
34.52777285	69.16987896	Farsi	3
34.52911636	69.17005062	Farsi	3
34.56605445	69.17045832	Farsi	3
34.56636367	69.17102695	Farsi	3
34.53060127	69.17103767	Farsi	3
34.53229828	69.1711235	Farsi	3
34.51876545	69.17227149	Farsi	3
34.51884501	69.17232513	Farsi	3
34.56647853	69.17238951	Farsi	3
34.51803173	69.17259336	Farsi	3
34.53342959	69.17277575	Farsi	3
34.51690021	69.17284012	Farsi	3
34.53155584	69.17284012	Farsi	3
34.53834358	69.17292595	Farsi	3
34.51703281	69.17300105	Farsi	3
34.52298199	69.17321563	Farsi	3
34.51732453	69.17341948	Farsi	3
34.51986159	69.17412758	Farsi	3
34.51989695	69.17414904	Farsi	3
34.51951684	69.17414904	Farsi	3
34.51936656	69.1742456	Farsi	3
34.5193312	69.17428851	Farsi	3
34.51918093	69.1743958	Farsi	3
34.51928701	69.17450309	Farsi	3
34.52011353	69.17475522	Farsi	3
34.51854445	69.17486787	Farsi	3
34.52003839	69.17488933	Farsi	3
34.51735105	69.17496443	Farsi	3
34.51997651	69.17509317	Farsi	3
34.51964944	69.17511463	Farsi	3
34.51956104	69.17521119	Farsi	3
34.51949032	69.17526484	Farsi	3
34.53222757	69.17532921	Farsi	3
34.51926049	69.17535603	Farsi	3
34.51928701	69.17539358	Farsi	3
34.51989519	69.17539358	Farsi	3
34.51911905	69.17539358	Farsi	3
34.51984391	69.17553306	Farsi	3
34.51921629	69.17553306	Farsi	3
34.51983508	69.17555451	Farsi	3
34.51888037	69.17568326	Farsi	3
34.51907485	69.17574763	Farsi	3
34.51787261	69.17574763	Farsi	3
34.51978204	69.17577982	Farsi	3
34.51883617	69.17591929	Farsi	3
34.51795217	69.17594075	Farsi	3
34.51976436	69.17595148	Farsi	3
34.51878313	69.17600513	Farsi	3
34.51861959	69.17601049	Farsi	3
34.51975552	69.17602658	Farsi	3
34.51880081	69.17602658	Farsi	3
34.51868589	69.17604804	Farsi	3
34.51962734	69.17626262	Farsi	3
34.51953585	69.17631626	Farsi	3
34.51875661	69.17638063	Farsi	3
34.5194196	69.17644501	Farsi	3
34.519729	69.17654157	Farsi	3
34.51911463	69.17656839	Farsi	3
34.51915883	69.17657375	Farsi	3
34.51958756	69.17664886	Farsi	3
34.51881849	69.17665958	Farsi	3
34.51953452	69.17667568	Farsi	3
34.51845605	69.1769278	Farsi	3
34.51961408	69.17697072	Farsi	3
34.51841185	69.17703509	Farsi	3
34.51972016	69.17705655	Farsi	3
34.51964944	69.17730331	Farsi	3
34.52068369	69.17811871	Farsi	3
34.5193754	69.17817235	Farsi	3
34.52054226	69.1783762	Farsi	3
34.51850909	69.17850494	Farsi	3
34.52090469	69.17856932	Farsi	3
34.52048922	69.17869806	Farsi	3
34.53215686	69.17876244	Farsi	3
34.53123765	69.17876244	Farsi	3
34.52078093	69.17877316	Farsi	3
34.53480837	69.1789341	Farsi	3
34.52073673	69.17896628	Farsi	3
34.52078977	69.17907357	Farsi	3
34.52067485	69.17907894	Farsi	3
34.51906601	69.17909503	Farsi	3
34.52042734	69.17926669	Farsi	3
34.52058646	69.17927742	Farsi	3
34.5194638	69.17942762	Farsi	3
34.52051132	69.17946517	Farsi	3
34.51956988	69.17953491	Farsi	3
34.51978646	69.17963684	Farsi	3
34.52055552	69.17998552	Farsi	3
34.52061297	69.18024838	Farsi	3
34.52055994	69.18056488	Farsi	3
34.52013563	69.18073654	Farsi	3
34.52018867	69.18074191	Farsi	3
34.52005607	69.18104768	Farsi	3
34.51999419	69.18107986	Farsi	3
34.52024171	69.18112278	Farsi	3
34.52070137	69.18125153	Farsi	3
34.51994115	69.181391	Farsi	3
34.53586895	69.18142319	Farsi	3
34.51912789	69.18199182	Farsi	3
34.51985275	69.18210983	Farsi	3
34.51956988	69.18279648	Farsi	3
34.5196406	69.18489933	Farsi	3
34.53618712	69.18515682	Farsi	3
34.53629318	69.18541431	Farsi	3
34.52013563	69.18571472	Farsi	3
34.52013563	69.18571472	Farsi	3
34.53632853	69.18588638	Farsi	3
34.52084281	69.18691635	Farsi	3
34.52063065	69.1873455	Farsi	3
34.52098424	69.18897629	Farsi	3
34.52551004	69.1890192	Farsi	3
34.53668205	69.19210911	Farsi	3
34.53657599	69.19223785	Farsi	3
34.5367	69.1927	Farsi	3
34.53669973	69.19273138	Farsi	3
34.52968204	69.19326782	Farsi	3
34.51780189	69.19416904	Farsi	3
34.51896877	69.19502735	Farsi	3
34.54129537	69.1960144	Farsi	3
34.53548007	69.1962719	Farsi	3
34.51430117	69.19734478	Farsi	3
34.51430117	69.19734478	Farsi	3
34.53388919	69.19837475	Farsi	3
34.52968204	69.19901848	Farsi	3
34.53848499	69.19923306	Farsi	3
34.5534726	69.19970512	Farsi	3
34.5485595	69.20030594	Farsi	3
34.53289929	69.20060635	Farsi	3
34.53471115	69.2012018	Farsi	3
34.53486582	69.20142174	Farsi	3
34.5353254	69.20160949	Farsi	3
34.53443716	69.20165777	Farsi	3
34.529081	69.20180798	Farsi	3
34.53584243	69.20200109	Farsi	3
34.5323	69.2021	Farsi	3
34.5323	69.2021	Farsi	3
34.53542704	69.20228541	Farsi	3
34.53424714	69.20229077	Farsi	3
34.5255454	69.20245171	Farsi	3
34.53586011	69.20248926	Farsi	3
34.55011476	69.20279503	Farsi	3
34.54184329	69.20313835	Farsi	3
34.53588221	69.20317054	Farsi	3
34.53511329	69.20325637	Farsi	3
34.53569219	69.20342803	Farsi	3
34.55084819	69.20358896	Farsi	3
34.53550658	69.20359969	Farsi	3
34.53513096	69.20372307	Farsi	3
34.53551542	69.20392156	Farsi	3
34.54071209	69.20399666	Farsi	3
34.5354403	69.20405567	Farsi	3
34.54230284	69.20506954	Farsi	3
34.54309821	69.20526266	Farsi	3
34.54493635	69.20534849	Farsi	3
34.54265634	69.20575619	Farsi	3
34.54373449	69.20584202	Farsi	3
34.55428553	69.20614243	Farsi	3
34.53827288	69.20627117	Farsi	3
34.5533	69.2063	Farsi	3
34.55640618	69.20700073	Farsi	3
34.5554	69.208	Farsi	3
34.53756585	69.20893192	Farsi	3
34.53841428	69.2113781	Farsi	3
34.50715782	69.21918869	Farsi	3
34.50860776	69.22240734	Farsi	3
34.5074761	69.22360897	Farsi	3
34.50814803	69.23034668	Farsi	3
34.58707445	68.95879984	Farsi	3
34.5870347	68.95884275	Farsi	3
34.58703028	68.95886958	Farsi	3
34.54742839	69.02207851	Farsi	3
34.55013243	69.03296828	Farsi	3
34.55333122	69.03466344	Farsi	3
34.55969308	69.03779626	Farsi	3
34.55721908	69.03834343	Farsi	3
34.56025855	69.03846145	Farsi	3
34.52536861	69.07310486	Farsi	3
34.5269243	69.07314777	Farsi	3
34.53357101	69.07550812	Farsi	3
34.52736625	69.09697652	Farsi	3
34.51309887	69.11659956	Farsi	3
34.51304582	69.11681414	Farsi	3
34.51320495	69.1176939	Farsi	3
34.51225901	69.11774755	Farsi	3
34.51352763	69.11774755	Farsi	3
34.51357625	69.11775291	Farsi	3
34.51381053	69.117769	Farsi	3
34.51362046	69.117769	Farsi	3
34.51367792	69.11777437	Farsi	3
34.51372654	69.11777973	Farsi	3
34.51387683	69.11781192	Farsi	3
34.51405806	69.11781192	Farsi	3
34.51169321	69.11782265	Farsi	3
34.51423929	69.11782801	Farsi	3
34.51411552	69.11783338	Farsi	3
34.51422161	69.11783338	Farsi	3
34.51414204	69.11783874	Farsi	3
34.51419951	69.11783874	Farsi	3
34.51417298	69.11783874	Farsi	3
34.51305466	69.11789775	Farsi	3
34.52932849	69.11224365	Pashto	6
34.5726892	69.12548304	Pashto	6
34.50252493	69.1258049	Pashto	6
34.51301046	69.13228512	Pashto	6
34.51884501	69.13286448	Pashto	6
34.50439049	69.13347602	Pashto	6
34.50439049	69.13347602	Pashto	6
34.5145929	69.13353503	Pashto	6
34.49587574	69.13516045	Pashto	6
34.51150756	69.13537502	Pashto	6
34.56361598	69.13674831	Pashto	6
34.4719626	69.14686561	Pashto	6
34.51057044	69.15274501	Pashto	6
34.54803813	69.15632844	Pashto	6
34.51804941	69.17238951	Pashto	6
34.52269028	69.17458892	Pashto	6
34.51859749	69.17584419	Pashto	6
34.51928701	69.17835474	Pashto	6
34.53646994	69.19249535	Pashto	6
34.56273246	69.1945982	Pashto	6
34.52699501	69.20339584	Pashto	6
34.53470231	69.20528412	Pashto	6
34.50558408	69.22124863	Pashto	6
34.50942113	69.22498226	Pashto	6
34.50970404	69.22687054	Pashto	6
34.56177825	69.01195049	Pashto	6
34.5263586	69.0729332	Pashto	6
34.51347459	69.11772609	Pashto	6
