FID,the_geom,NAME,LATITUDE,LAT_DD,LONGITUDE,LONG_DD,STATUS,STRUCTURES,YR_CONFIRM,APROX_STR1,APROX_STR2,YR_RANGE1,YR_RANGE2,SEC_TOWN
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.957,POINT (25.10861111111111 12.108055555555556),SAQ EN NAAM,120629,12.108056,0250631,25.108611,DESTROYED,~150 of ~150,2005/2006,150,150,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.958,POINT (25.121111111111112 12.0925),,120533,12.0925,0250716,25.121111,DESTROYED,~10 of ~10,2005/2006,10,10,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.959,POINT (25.165 12.090833333333334),,120527,12.090833,0250954,25.165,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.960,POINT (25.175555555555555 12.105277777777777),,120619,12.105278,0251032,25.175556,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.961,POINT (25.18 12.096944444444444),,120549,12.096944,0251048,25.18,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.962,POINT (25.186944444444446 12.109444444444444),,120634,12.109444,0251113,25.186944,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.963,POINT (25.148888888888887 12.070555555555556),,120414,12.070556,0250856,25.148889,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.964,POINT (25.182777777777776 12.06611111111111),UM DARABA,120358,12.066111,0251058,25.182778,DESTROYED,~100 of ~100,2005,100,100,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.965,POINT (25.203333333333333 12.081388888888888),KASHETE,120453,12.081389,0251212,25.203333,DESTROYED,~50 of ~50,2004/2005,50,50,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.966,POINT (25.20777777777778 12.178888888888888),KAMASKI,121044,12.178889,0251228,25.207778,DESTROYED,~50 of ~50,2004/2005,50,50,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.967,POINT (25.1875 12.143055555555556),BASHOM,120835,12.143056,0251115,25.1875,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.968,POINT (25.193055555555556 12.128333333333334),,120742,12.128333,0251135,25.193056,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.969,POINT (25.20388888888889 12.1325),,120757,12.1325,0251214,25.203889,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.970,POINT (25.2725 12.100833333333334),UM ZEIFA,120603,12.100833,0251621,25.2725,DESTROYED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.971,POINT (25.255277777777778 12.061944444444444),NEIRA,120343,12.061944,0251519,25.255278,DESTROYED,~300 of ~300,2005,300,300,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.972,POINT (25.22111111111111 12.104722222222222),,120617,12.104722,0251316,25.221111,DESTROYED,~50 of ~50,2004/2005,50,50,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.973,POINT (25.32472222222222 12.088333333333333),,120518,12.088333,0251929,25.324722,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.974,POINT (25.31138888888889 12.127222222222223),,120738,12.127222,0251841,25.311389,DESTROYED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.975,POINT (25.148055555555555 12.049722222222222),ISHMA,120259,12.049722,0250853,25.148056,DAMAGED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.976,POINT (25.169166666666666 12.039166666666667),,120221,12.039167,0251009,25.169167,DAMAGED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.977,POINT (25.135 12.023055555555555),,120123,12.023056,0250806,25.135,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.978,POINT (25.16777777777778 12.044444444444444),,120240,12.044444,0251004,25.167778,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.979,POINT (25.171666666666667 12.0525),,120309,12.0525,0251018,25.171667,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.980,POINT (25.198611111111113 12.011388888888888),,120041,12.011389,0251155,25.198611,DESTROYED,~50 of ~50,2005,50,50,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.981,POINT (25.223333333333333 12.021944444444445),KASHARBA,120119,12.021944,0251324,25.223333,DESTROYED,~100 of ~100,2005,100,100,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.982,POINT (25.24111111111111 12.006666666666666),,120024,12.006667,0251428,25.241111,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.983,POINT (25.268055555555556 12.0125),,120045,12.0125,0251605,25.268056,DESTROYED,~50 of ~50,2005,50,50,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.984,POINT (25.27888888888889 12.011944444444444),SANIA EL REEL,120043,12.011944,0251644,25.278889,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.985,POINT (25.308055555555555 12.012222222222222),,120044,12.012222,0251829,25.308056,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.986,POINT (25.316111111111113 12.026111111111112),,120134,12.026111,0251858,25.316111,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.987,POINT (25.319166666666668 12.0375),,120215,12.0375,0251909,25.319167,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.988,POINT (25.2675 12.0225),KEBKEBEI,120121,12.0225,0251603,25.2675,DESTROYED,~75 of ~75,2005,75,75,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.989,POINT (25.225555555555555 12.010833333333334),,120039,12.010833,0251332,25.225556,DESTROYED,~75 of ~75,2005,75,75,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.990,POINT (25.208333333333332 12.003333333333334),RIMELLA,120012,12.003333,0251230,25.208333,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.991,POINT (25.24388888888889 11.985833333333334),,115909,11.985833,0251438,25.243889,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.992,POINT (25.264444444444443 11.993333333333334),,115936,11.993333,0251552,25.264444,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.993,POINT (25.267777777777777 11.991666666666667),RADDAT,115930,11.991667,0251604,25.267778,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.994,POINT (25.28527777777778 12.003333333333334),,120012,12.003333,0251707,25.285278,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.995,POINT (25.25138888888889 12.024722222222222),,120129,12.024722,0251505,25.251389,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.996,POINT (25.246388888888887 12.025),,120130,12.025,0251447,25.246389,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.997,POINT (25.235833333333332 12.03),,120148,12.03,0251409,25.235833,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.998,POINT (25.27027777777778 12.004166666666666),,120015,12.004167,0251613,25.270278,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.999,POINT (24.997777777777777 12.08611111111111),,120510,12.086111,0245952,24.997778,DESTROYED,~250 of ~250,2005/2006,250,250,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1000,POINT (24.997777777777777 12.094166666666666),,120539,12.094167,0245952,24.997778,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1001,POINT (24.983055555555556 12.093055555555555),SALEH,120535,12.093056,0245859,24.983056,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1002,POINT (25.0625 12.100555555555555),DOLLATA,120602,12.100556,0250345,25.0625,DESTROYED,~150 of ~150,2005/2006,150,150,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1003,POINT (25.03388888888889 12.064444444444444),EL QOZ,120352,12.064444,0250202,25.033889,DESTROYED,~150 of ~150,2005/2006,150,150,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1004,POINT (25.085555555555555 12.091944444444444),,120531,12.091944,0250508,25.085556,DESTROYED,~75 of ~75,2005/2006,75,75,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1005,POINT (25.073888888888888 12.085277777777778),,120507,12.085278,0250426,25.073889,DAMAGED,~75 of ~75,2005/2006,75,75,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1006,POINT (25.00638888888889 12.059166666666666),,120333,12.059167,0250023,25.006389,DESTROYED,~75 of ~75,2005,75,75,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1007,POINT (25.003333333333334 12.074722222222222),,120429,12.074722,0250012,25.003333,DESTROYED,~25 of ~25,2005/2006,25,25,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1008,POINT (25.077222222222222 12.077222222222222),,120438,12.077222,0250438,25.077222,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1009,POINT (25.020555555555557 12.082777777777778),,120458,12.082778,0250114,25.020556,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1010,POINT (25.065 12.112777777777778),,120646,12.112778,0250354,25.065,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1011,POINT (25.266666666666666 10.882222222222222),AR RU'US,105256,10.882222,0251600,25.266667,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1012,POINT (25.4 11.5975),EL HASH,113551,11.5975,0252400,25.4,DAMAGED,,2008,0,0,2008,2008,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1013,POINT (25.421666666666667 11.603333333333333),HELENGI,113612,11.603333,0252518,25.421667,NO DAMAGE,~25,,0,25,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1014,POINT (25.46 11.613333333333333),GHANAMA,113648,11.613333,0252736,25.46,DESTROYED,~25 of ~50,2008,25,50,2008,2008,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1015,POINT (26.1475 11.54138888888889),,113229,11.541389,0260851,26.1475,DESTROYED,,2007,0,0,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1016,POINT (26.135 11.558055555555555),,113329,11.558056,0260806,26.135,DESTROYED,,2005/2006,0,0,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1017,POINT (26.135277777777777 11.527777777777779),,113140,11.527778,0260807,26.135278,DESTROYED,,2007,0,0,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1018,POINT (26.099166666666665 11.557777777777778),MITERBA AHMED OSM,113328,11.557778,0260557,26.099167,DESTROYED,~25 of ~25,2007,25,25,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1019,POINT (26.107222222222223 11.546111111111111),MITERBA ABDALLA Q,113246,11.546111,0260626,26.107222,DESTROYED,~50 of ~50,2007,50,50,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1020,POINT (26.07777777777778 11.573333333333334),,113424,11.573333,0260440,26.077778,DESTROYED,~25 of ~25,2007,25,25,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1021,POINT (26.086388888888887 11.526944444444444),TUWEILA,113137,11.526944,0260511,26.086389,NO DAMAGE,~25,,0,25,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1022,POINT (26.092222222222222 11.574722222222222),MITERBA ISMAEL,113429,11.574722,0260532,26.092222,DESTROYED,~25 of ~25,2007,25,25,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1023,POINT (26.106666666666666 11.572777777777778),,113422,11.572778,0260624,26.106667,DESTROYED,~10 of ~10,2007,10,10,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1024,POINT (23.98611111111111 12.973055555555556),,125823,12.973056,0235910,23.986111,DESTROYED,~10 of ~10,2003,10,10,2003,2003,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1025,POINT (23.983333333333334 12.9675),,125803,12.9675,0235900,23.983333,DESTROYED,~100 of ~100,2004,100,100,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1026,POINT (23.99222222222222 12.959722222222222),,125735,12.959722,0235932,23.992222,DESTROYED,~25 of ~25,2003,25,25,2003,2003,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1027,POINT (24.08361111111111 12.984722222222222),KURNEY,125905,12.984722,0240501,24.083611,DESTROYED,~450 of ~450,2004,450,450,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1028,POINT (22.689444444444444 13.726944444444445),,134337,13.726944,0224122,22.689444,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1029,POINT (22.721944444444446 13.7225),,134321,13.7225,0224319,22.721944,NO DAMAGE,~10,,0,10,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1030,POINT (22.733055555555556 13.731111111111112),,134352,13.731111,0224359,22.733056,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1031,POINT (22.746944444444445 13.778333333333334),,134642,13.778333,0224449,22.746944,NO DAMAGE,~10,,0,10,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1032,POINT (22.725 13.748611111111112),,134455,13.748611,0224330,22.725,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1033,POINT (22.692777777777778 13.796666666666667),SHARAKIN,134748,13.796667,0224134,22.692778,DAMAGED,~10 of ~25,2006/2007,10,25,2006,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1034,POINT (22.712777777777777 13.750555555555556),,134502,13.750556,0224246,22.712778,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1035,POINT (22.70722222222222 13.755),GRENA,134518,13.755,0224226,22.707222,NO DAMAGE,~50,,0,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1036,POINT (22.69972222222222 13.7575),,134527,13.7575,0224159,22.699722,DESTROYED,~10 of ~10,2006/2007,10,10,2006,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1037,POINT (22.62361111111111 13.7625),ARTEGA,134545,13.7625,0223725,22.623611,NO DAMAGE,~25,,0,25,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1038,POINT (22.62638888888889 13.778333333333334),,134642,13.778333,0223735,22.626389,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1039,POINT (22.633055555555554 13.759166666666667),,134533,13.759167,0223759,22.633056,DAMAGED,~10 of ~50,2006/2007,10,50,2006,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1040,POINT (22.63222222222222 13.795555555555556),,134744,13.795556,0223756,22.632222,DAMAGED,~10 of ~50,2006/2007,10,50,2006,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1041,POINT (22.64666666666667 13.745555555555555),,134444,13.745556,0223848,22.646667,DESTROYED,~25 of ~25,2006/2007,25,25,2006,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1042,POINT (22.629166666666666 13.736666666666666),,134412,13.736667,0223745,22.629167,DESTROYED,~10 of ~10,2006,10,10,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1043,POINT (22.627777777777776 13.75361111111111),,134513,13.753611,0223740,22.627778,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1044,POINT (25.024722222222223 12.29861111111111),HEGER,121755,12.298611,0250129,25.024722,DESTROYED,~200 of ~200,2005/2006,200,200,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1045,POINT (25.07027777777778 12.316666666666666),UM SAYALLAH,121900,12.316667,0250413,25.070278,DESTROYED,~200 of ~200,2005/2006,200,200,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1046,POINT (25.086944444444445 12.312222222222223),THABIT,121844,12.312222,0250513,25.086944,DESTROYED,~75 of ~75,2005/2006,75,75,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1047,POINT (25.0775 12.305833333333334),,121821,12.305833,0250439,25.0775,DESTROYED,,2005/2006,0,0,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1048,POINT (25.07638888888889 12.301666666666666),,121806,12.301667,0250435,25.076389,DESTROYED,,2005/2006,0,0,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1049,POINT (25.083055555555557 12.304444444444444),,121816,12.304444,0250459,25.083056,DESTROYED,,2005/2006,0,0,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1050,POINT (25.061666666666667 12.325555555555555),,121932,12.325556,0250342,25.061667,DESTROYED,~75 of ~75,2005/2006,75,75,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1051,POINT (25.00611111111111 12.415833333333333),,122457,12.415833,0250022,25.006111,DESTROYED,~25 of ~25,2004,25,25,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1052,POINT (24.99388888888889 12.405833333333334),,122421,12.405833,0245938,24.993889,DESTROYED,~25 of ~25,,25,25,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1053,POINT (24.988611111111112 11.848611111111111),ABGARAGIL,115055,11.848611,0245919,24.988611,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1054,POINT (24.967222222222222 11.847777777777777),GARBABA,115052,11.847778,0245802,24.967222,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1055,POINT (24.95638888888889 11.844444444444445),ABGARAGIL WEST,115040,11.844444,0245723,24.956389,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1056,POINT (24.955 11.854444444444445),,115116,11.854444,0245718,24.955,DAMAGED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1057,POINT (24.932777777777776 11.848611111111111),KUSU EAST,115055,11.848611,0245558,24.932778,DAMAGED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1058,POINT (24.96527777777778 11.884166666666667),ZALATAH,115303,11.884167,0245755,24.965278,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1059,POINT (24.953055555555554 11.885833333333334),KUMBILAH (SOUTH),115309,11.885833,0245711,24.953056,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1060,POINT (24.947222222222223 11.88861111111111),KUMBILAH,115319,11.888611,0245650,24.947222,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1061,POINT (24.955 11.891944444444444),KUMBILAH (EAST),115331,11.891944,0245718,24.955,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1062,POINT (24.942222222222224 11.899722222222222),KUMBILAH (NORTH),115359,11.899722,0245632,24.942222,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1063,POINT (24.974444444444444 11.894166666666667),,115339,11.894167,0245828,24.974444,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1064,POINT (24.976388888888888 11.888333333333334),,115318,11.888333,0245835,24.976389,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1065,POINT (24.99138888888889 11.894722222222223),,115341,11.894722,0245929,24.991389,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1066,POINT (24.9625 11.901944444444444),HAJER,115407,11.901944,0245745,24.9625,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1067,POINT (24.88138888888889 11.919722222222223),HAMARGADID,115511,11.919722,0245253,24.881389,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1068,POINT (24.959722222222222 11.916944444444445),,115501,11.916944,0245735,24.959722,DESTROYED,~50 of ~50,,50,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1069,POINT (24.9575 11.918888888888889),,115508,11.918889,0245727,24.9575,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1070,POINT (24.931666666666665 11.930833333333334),KASHALONGO,115551,11.930833,0245554,24.931667,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1071,POINT (24.927222222222223 11.946388888888889),ANTILEA,115647,11.946389,0245538,24.927222,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1072,POINT (24.938333333333333 11.943055555555556),ASKANHITA,115635,11.943056,0245618,24.938333,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1073,POINT (24.946666666666665 11.948888888888888),EL SALAM IDP CAMP,115656,11.948889,0245648,24.946667,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1074,POINT (24.941944444444445 11.954166666666667),HASABA,115715,11.954167,0245631,24.941944,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1075,POINT (24.92861111111111 11.97638888888889),TABEL DIE,115835,11.976389,0245543,24.928611,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1076,POINT (24.940277777777776 11.9875),GUSTI (WEST),115915,11.9875,0245625,24.940278,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1077,POINT (24.947777777777777 11.993333333333334),GUSTI (EAST),115936,11.993333,0245652,24.947778,DESTROYED,~75 of ~75,2004,75,75,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1078,POINT (24.953055555555554 12),YOGOGA,120000,12,0245711,24.953056,DAMAGED,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1079,POINT (24.98 11.984444444444444),KUMLEA,115904,11.984444,0245848,24.98,DESTROYED,~100 of ~100,,100,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1080,POINT (24.976388888888888 11.914722222222222),KAMBALA,115453,11.914722,0245835,24.976389,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1081,POINT (24.92361111111111 11.847222222222221),KUSU WEST,115050,11.847222,0245525,24.923611,DESTROYED,~10 of ~10,2006,10,10,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1082,POINT (24.964444444444446 11.858611111111111),HALOBA,115131,11.858611,0245752,24.964444,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1083,POINT (24.959722222222222 11.960555555555555),MURENDAL,115738,11.960556,0245735,24.959722,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1084,POINT (25.059444444444445 12.386111111111111),,122310,12.386111,0250334,25.059444,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1085,POINT (25.087777777777777 12.38861111111111),OTASH,122319,12.388611,0250516,25.087778,DESTROYED,~400 of ~400,2005/2006,400,400,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1086,POINT (25.049166666666668 12.394722222222223),,122341,12.394722,0250257,25.049167,DESTROYED,~25 of ~25,2005/2006,25,25,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1087,POINT (25.002222222222223 12.396666666666667),,122348,12.396667,0250008,25.002222,DESTROYED,~100 of ~100,2004,100,100,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1088,POINT (24.977777777777778 12.399166666666666),DUMA,122357,12.399167,0245840,24.977778,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1089,POINT (25.01888888888889 12.385833333333334),,122309,12.385833,0250108,25.018889,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1090,POINT (24.39611111111111 13.31638888888889),,131859,13.316389,0242346,24.396111,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1091,POINT (24.405 13.314722222222223),ARO,131853,13.314722,0242418,24.405,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1092,POINT (24.446666666666665 13.313611111111111),,131849,13.313611,0242648,24.446667,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1093,POINT (24.474444444444444 13.311111111111112),,131840,13.311111,0242828,24.474444,DESTROYED,~150 of ~150,2004,150,150,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1094,POINT (24.486666666666668 13.315277777777778),,131855,13.315278,0242912,24.486667,DAMAGED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1095,POINT (24.505 13.2925),,131733,13.2925,0243018,24.505,DESTROYED,~50 of ~50,,50,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1096,POINT (24.490555555555556 13.296666666666667),,131748,13.296667,0242926,24.490556,DESTROYED,~10 of ~10,2004,10,10,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1097,POINT (24.483055555555556 13.301111111111112),,131804,13.301111,0242859,24.483056,DESTROYED,~25 of ~25,2004,25,25,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1098,POINT (24.50111111111111 13.310277777777777),,131837,13.310278,0243004,24.501111,NO DAMAGE,,,0,0,0,0,
